'a'a'a 啊啊啊
'shi'jiu'zhi'yi 狮鹫之翼
'shi'ji'xi'lao 食饥息劳
'shi'ji'ye'shu 实际页数
'shi'ji'ze'yuan 矢激则远
'shi'jue 视觉
'shi'jue'mo'xing 视觉模型
'shi'ju'ji'fan 适居其反
'shi'ju'long'xian 尸居龙见
'shi'jun 市骏
'shi'jun'li'di 势均力敌
'shi'jun'li'di 势钧力敌
'shi'jun'zhi'zi 市骏之资
'shi'ju'qi'fan 適居其反
'shi'ju'shou 石巨兽
'shi'ju'yu'qi 尸居余气
'shi'kang'ji'mi 狧糠及米
'shi'kang'ji'mi 狧穅及米
'shi'kang'ji'mi 舐糠及米
'shi'kao'jiu'bang 十拷九棒
'shi'ke'dun'pai 石壳盾牌
'shi'ke'er'zhi 适可而止
'shi'ke'er'zhi 適可而止
'shi'ke'jian'kai 蚀刻肩铠
'shi'ke'jing'jia 蚀刻胫甲
'shi'ke'ren 是可忍
'shi'ke'ren'shu'bu'ke'ren 是可忍孰不可忍
'shi'ke'sha 士可杀
'shi'ke'sha'bu'ke'ru 士可杀不可辱
'shi'kong 失控
'shi'kong'lie'xi 时空裂隙
'shi'kong'ling'zhu'de'ya 时空领主德亚
'shi'kong'quan'heng 时空权衡
'shi'kong'tu 时空图
'shi'kou 视口
'shi'kou'bu'yi 矢口不移
'shi'kou'chang'yan 矢口猖言
'shi'kou'di'lai 矢口抵赖
'shi'kou'fou'ren 矢口否认
'shi'kou'jiao'lai 矢口狡赖
'shi'kou'luan'yan 失口乱言
'shi'kou'xiang'chuan 十口相传
'shi'kuai 石块
'shi'kuang 视框
'shi'kuang'dong 石矿洞
'shi'kuang'lai'yuan 实旷来远
'shi'kuan'ji'yuan 事宽即圆
'shi'kuan'tian'tiao 十款天条
'shi'kuan'ze'yuan 事款则圆
'shi'kuan'ze'yuan 事宽则圆
'shi'ku'gan'ti 湿哭乾啼
'shi'ku'gan'ti 湿哭干啼
'shi'kui 石盔
'shi'kui'lei'jian'kai 石傀儡肩铠
'shi'kui'lei'zhi'dun 石傀儡之盾
'shi'ku'li'ren 石窟利刃
'shi'ku'sui'gu'chui 石窟碎骨锤
'shi'lai'yun'lai 时来运来
'shi'lai'yun'xuan 时来运旋
'shi'lai'yun'zhuan 时来运转
'shi'lang'ba'dang 十郎八当
'shi'lan'hai'ku 石烂海枯
'shi'lan'jiang'ku 石烂江枯
'shi'lao'bing'pi 师老兵疲
'shi'lao'bing'po 师老兵破
'shi'lao'min'kun 师老民困
'shi'lao'min'pi 师老民疲
'shi'le'hai'ku 石泐海枯
'shi'leng'liu'fang'zhe 石棱流放者
'shi'li 势利
'shi'li 食例
'shi'lian 试炼
'shi'lian'chang'dao 试炼长刀
'shi'lian'duan'zhang 试炼短杖
'shi'lian'fa'zhang 试炼法杖
'shi'liang'gan'ying'qi 矢量感应器
'shi'lian'gu 试炼谷
'shi'lian'jing'ji'chang 试炼竞技场
'shi'lian'shi'tan 似廉实贪
'shi'lian'xun'nu 试炼迅弩
'shi'liao'bu'ji 始料不及
'shi'liao'suo'ji 使料所及
'shi'liao'suo'ji 始料所及
'shi'liao'wei'ji 始料未及
'shi'li'chang'ting 十里长亭
'shi'li'chuan'jia 诗礼传家
'shi'lie'shi 矢列式
'shi'li'fan'wei 势力范围
'shi'li'fa'zhong 诗礼发冢
'shi'li'hong'lou 十里红楼
'shi'li'mo'zhen'yan 十里无真言
'shi'ling 噬灵
'shi'ling'da'duan 拾零打短
'shi'ling'wen'yi 噬灵瘟疫
'shi'ling'yao'ji 视灵药剂
'shi'ling'zhong'xue 食灵重靴
'shi'lin'jing'she 石林精舍
'shi'lin'man 石鳞鳗
'shi'lin'xue'yu 石鳞鳕鱼
'shi'lin'yu'you 石鳞鱼油
'shi'lin'zhi'niao 失林之鸟
'shi'li'ren'jia 诗礼人家
'shi'li'su'can 尸利素餐
'shi'li'tong'xin 矢力同心
'shi'liu'cai'zi 十六才子
'shi'liu'jin'zhi 十六进制
'shi'liu'jin'zhi'shu'zi 十六进制数字
'shi'liu'pi'gun 屎流屁滚
'shi'liu'qun'de 石榴裙底
'shi'liu'shu'la 失溜疎剌
'shi'liu'shu'la 失流疎剌
'shi'liu'shu'la 失留疎剌
'shi'liu'tian'mo 十六天魔
'shi'liu'xie'li 失留屑历
'shi'liu'zi'jue 十六字诀
'shi'liu'zi'ling 十六字令
'shi'liu'zu 十六族
'shi'li'xiang'song 十里相送
'shi'li'xue'xi 实例学习
'shi'li'yan 势利眼
'shi'li'yang'chang 十里洋场
'shi'li'yu 实例域
'shi'li'zan'ying 诗礼簪缨
'shi'li'zhe'wang 恃力者亡
'shi'li'zhi'jia 诗礼之家
'shi'li'zhi'jiao 势利之交
'shi'li'zhi'jiao 势力之交
'shi'li'zhi'shu 识礼知书
'shi'li'zhi'xun 诗礼之训
'shi'long'zhe'gao'ge'lu'mu 食龙者高格鲁姆
'shi'lu 失鹿
'shi'lu 石鹿
'shi'luan'zhong'qi 始乱终弃
'shi'lu'dei'ren 释鹿得人
'shi'lu'diao'bao 石炉碉堡
'shi'lu'feng'bo 世路风波
'shi'lu'gong'zhu 失鹿共逐
'shi'lu'hai'zheng 尸禄害政
'shi'lu'jiang'ling 石炉将领
'shi'lu'mu'di 石炉墓地
'shi'lun 石轮
'shi'luo'de'jian'dui 失落的舰队
'shi'luo'ding'ju'zhe 失落定居者
'shi'luo'lie'xi'xing'zhe 失落裂隙行者
'shi'luo'xi'wang'chen'jian 失落希望衬肩
'shi'luo'xun'xi'zhe 失落寻隙者
'shi'luo'zhe 失落者
'shi'luo'zhi'shu 失落之书
'shi'lu'rong'ku 世路荣枯
'shi'lu'shao'zhan 石炉哨站
'shi'lu'su'can 尸禄素飡
'shi'lu'su'can 尸禄素餐
'shi'lu'su'shi 尸禄素食
'shi'lu'tong'shuai 石炉统帅
'shi'lu'tou'kui 石颅头盔
'shi'lu'zhi'jia 世禄之家
'shi'ma'jing'jiang 士马精强
'shi'ma'liu'gan 食马留肝
'shi'man'bao'dai 狮蛮宝带
'shi'mao 石矛
'shi'mao'jian'tu 食毛践土
'shi'ma'sai'weng 失马塞翁
'shi'ma'wang'yang 失马亡羊
'shi'mei 石眉
'shi'mei'gao'bei 识昧高卑
'shi'meng'zhe'fei'luo'si'ta 噬梦者菲罗斯塔
'shi'men'shou'wei 师门守卫
'shi'mian'jiu'zuo 十眠九坐
'shi'mian'mai'fu 十面埋伏
'shi'mian'mai'fu 十面埋妇
'shi'mian'rong'yan 拭面容言
'shi'mian'tai'guan 识面台官
'shi'miao'liu'du 时苗留犊
'shi'mi'jiu'kang 十米九糠
'shi'ming 实名
'shi'ming'fa'hao 施命发号
'shi'ming'ke'shou 十命可受
'shi'ming'zhi'shen 识明智审
'shi'min'ru'shang 视民如伤
'shi'min'ru'zi 视民如子
'shi'min'wen'xue 市民文学
'shi'min'yi'shi 使民以时
'shi'mi'shi'shu 实密似疏
'shi'mo 尸魔
'shi'mo'chi'cai 事魔吃菜
'shi'mo'de'xue'lian 尸魔的血链
'shi'mo'gan 食无肝
'shi'mo'gen'you 始末根由
'shi'mo'jiu'nan 十磨九难
'shi'mo'long'zai 噬魔龙崽
'shi'mo'tou'jin 尸魔头巾
'shi'mou'she'ji 施谋设计
'shi'mou'yong'ji 施谋用计
'shi'mou'yong'zhi 施谋用智
'shi'mo'yao'dai 尸魔腰带
'shi'mo'yu 食无鱼
'shi'mo'yuan'you 始末原由
'shi'mo'yuan'you 始末缘由
'shi'mo'zhi'huan 石墨指环
'shi'mu 拭目
'shi'mu 石母
'shi'mu'chui 石木锤
'shi'mu'er'dai 拭目而待
'shi'mu'er'guan 拭目而观
'shi'mu'la 史穆拉
'shi'mu'qing'er 拭目倾耳
'shi'mu'shi'shou 十目十手
'shi'mu'suo'shi 十目所视
'shi'mu'suo'shi'shi'shou'suo'zhi 十目所视十手所指
'shi'mu'yi'dai 拭目以待
'shi'mu'yi'guan 拭目以观
'shi'mu'yi'si 拭目以俟
'shi'mu'zhao'ze'shou 噬木沼泽兽
'shi'nai 师奶
'shi'na'jiu'wen 十拿九稳
'shi'na'jiu'wen 十拏九稳
'shi'na'jiu'zhun 十拿九准
'shi'nan'cao 石南草
'shi'nan'de'er'yi'shi 时难得而易失
'shi'nang 诗囊
'shi'nan'gang'jian 石南钢剑
'shi'nan'pi'xue 石楠皮靴
'shi'nan'zhi'huan 石楠之环
'shi'na'shi'wen 十拿十稳
'shi'nei'jiang'liu 室内江流
'shi'neng 使能
'shi'nian'bu'wan 十年不晚
'shi'nian'bu'zhi'yi 十年不制衣
'shi'nian'chuang'xia 十年窗下
'shi'nian'dong'luan 十年动乱
'shi'nian'du'shu 十年读书
'shi'nian'han'chuang 十年寒窗
'shi'nian'hao'jie 十年浩劫
'shi'nian'jiao'xun 十年教训
'shi'nian'jiu'bu'yu 十年九不遇
'shi'nian'jiu'huang 十年九荒
'shi'nian'jiu'lao 十年九涝
'shi'nian'jiu'lao 十年九潦
'shi'nian'mo'jian 十年磨剑
'shi'nian'mo'yi'jian 十年磨一剑
'shi'nian'nei'luan 十年内乱
'shi'nian'pa'jing'sheng 十年怕井绳
'shi'nian'sheng'ju 十年生聚
'shi'nian'sheng'ju'shi'nian'jiao'xun 十年生聚十年教训
'shi'nian'shu'mu 十年树木
'shi'nian'shu'mu'bai'nian'shu'ren 十年树木百年树人
'shi'niao'bu'yuan 视溺不援
'shi'nie'de 施涅德
'shi'niu'hu 石牛湖
'shi'nong'gong'shang 士农工商
'shi'nong'yi'ye 世农易业
'shi'nu'shi'se 室怒市色
'shi'nv 侍女
'shi'nv'ban'tou 仕女班头
'shi'nv'xie 仕女鞋
'shi'nv'zhuang 仕女装
'shi'pa'hang'jia 事怕行家
'shi'pei 失配
'shi'pei'ceng 适配层
'shi'pei'ceng'kong'zhi'qi 适配层控制器
'shi'pei'qi 适配器
'shi'peng'jiu'chai 诗朋酒侪
'shi'peng'jiu'lv 诗朋酒侣
'shi'peng'jiu'you 诗朋酒友
'shi'peng'zhi'gui 十朋之龟
'shi'pen'zi 屎盆子
'shi'pi 石皮
'shi'pian 识骗
'shi'pi'hu'jia 狮皮护甲
'shi'pi'lun'gu 舐皮论骨
'shi'pin 饰品
'shi'pin'cun'chu'qi 视频存储器
'shi'pin'dian'bo 视频点播
'shi'ping'mian 视平面
'shi'pin'huan'chong'qu 视频缓冲区
'shi'pin'hui'yi 视频会议
'shi'pin'ji'lu 视频记录
'shi'pin'ka 视频卡
'shi'pin'mo'shi 视频模式
'shi'pin'sui'ji'cun'chu'qi 视频随机存储器
'shi'pin'tu'xing'zhen'lie 视频图形阵列
'shi'pin'xiao'xi 视频消息
'shi'pi'zhi'liu 屎屁直流
'shi'po 石破
'shi'po'tian'jing 石破天惊
'shi'qi 噬脐
'shi'qian 石钳
'shi'qian'fang'zhang 食前方丈
'shi'qiang 石墙
'shi'qiang 石枪
'shi'qiang'ling'ruo 恃强凌弱
'shi'qiang'long'bang 使枪弄棒
'shi'qiang'xia'gu 石墙峡谷
'shi'qiang'yao'dai 石墙腰带
'shi'qian'hu'shou 石钳护手
'shi'qian'jun 狮千军
'shi'qian'yi'wan'nian 史前一万年
'shi'qian'zhu'bu 十钱主簿
'shi'qi'bai'lai 使气白赖
'shi'qi'di'zi 十七弟子
'shi'qi'he'ji 噬脐何及
'shi'qi'mo'ji 噬脐莫及
'shi'qin'cai'hei 食亲财黑
'shi'qing 誓清
'shi'qing'chao'ye 势倾朝野
'shi'qing'hai'yan 时清海宴
'shi'qing'hua'yi 诗情画意
'shi'qing'jiao'hang 饰情矫行
'shi'qing'jiu'zhuo 十清九浊
'shi'qing'kan'leng'nuan 世情看冷暖
'shi'qing'ren'yu 适情任欲
'shi'qing'ren'yu 適情任欲
'shi'qing'ru'zhi 世情如纸
'shi'qing'shi'zhong 世轻世重
'shi'qing'shuai'yi 适情率意
'shi'qing'shuai'yi 適情率意
'shi'qing'shu'ma 石庆数马
'shi'qing'tian'xia 势倾天下
'shi'qing'zhao'leng'nuan 世情着冷暖
'shi'qin'jiang'jun 侍寝将军
'shi'qin'jiu'gu 十亲九故
'shi'qin'jiu'juan 十亲九眷
'shi'qiong'jian'jie 士穷见节
'shi'qiong'jian'jie'yi 士穷见节义
'shi'qiong'jie'nai'jian 时穷节乃见
'shi'qiong'li'cu 势穷力蹙
'shi'qiong'li'ji 势穷力极
'shi'qiong'li'jie 势穷力竭
'shi'qiong'li'jin 势穷力尽
'shi'qiong'li'qu 势穷力屈
'shi'qiong'shi'pai 事穷势迫
'shi'qi'shi'chu 事齐事楚
'shi'qi'suo'shi 视其所使
'shi'qi'tou'jiao 似漆投胶
'shi'qi'tuo'jie 失枝脱节
'shi'qi'wu'ji 噬脐无及
'shi'qi'yi'bu'ni'ji'ji 师其意不泥其迹
'shi'qi'yi'bu'shi'qi'er 识其一不识其二
'shi'qi'zi'shi 十七字诗
'shi'qu 视区
'shi'quan 石拳
'shi'quan'da'bu 十全大补
'shi'quan'da'ting 石拳大厅
'shi'quan'lao'ren 十全老人
'shi'quan'qian'shao 石拳前哨
'shi'quan'shi'mei 十全十美
'shi'quan'shu'dai 石拳束带
'shi'quan'zhan'shi 石拳战士
'shi'quan'zhi'ji 誓泉之讥
'shi'qu'ge 石渠阁
'shi'qu'ju'ying 时诎举赢
'shi'qu'she'bei 拾取设备
'shi'qu'shi'lai 时去时来
'shi'rao'su'luan 世扰俗乱
'shi'ren 石刃
'shi'ren'ben'xiang 示人本相
'shi'ren'bu'de 施仁布德
'shi'ren'bu'en 施仁布恩
'shi'ren'bu'shi 施仁布泽
'shi'ren'chuan'bai 十人传百
'shi'ren'hua 食人花
'shi'ren'hua'miao 食人花苗
'shi'ren'jiao'zhe 室人交谪
'shi'ren'jie'zhi 世人皆知
'shi'ren'jiu'mu 十人九慕
'shi'ren'jiu'rou'zeng'ren'fu 食人酒肉赠人福
'shi'ren'luo'lei 石人落泪
'shi'ren'mo 食人魔
'shi'ren'mo'da'wang'zhi'huan 食人魔大王指环
'shi'ren'mo'de'li'liang'zhu'chuan 食人魔的力量珠串
'shi'ren'mo'de'mo'jing'zhu'chuan 食人魔的魔精珠串
'shi'ren'mo'fa'shi'mo'bang 食人魔法师魔棒
'shi'ren'mo'jian'zhu'wu'ru'kou 食人魔建筑物入口
'shi'ren'mo'li'liang'yao'ji 食人魔力量药剂
'shi'ren'mo'ling'xiu'zhi'guan 食人魔领袖之冠
'shi'ren'mo'shan 食人魔山
'shi'ren'mo'shu 食人魔树
'shi'ren'mo'suo'jia 食人魔锁甲
'shi'ren'mo'xian'zhi'zhi'quan 食人魔先知之拳
'shi'ren'nian'fo 十人念佛
'shi'ren'ru'shang 视人如伤
'shi'ren'ru'zi 视人如子
'shi'ren'shi'ma 石人石马
'shi'ren'ti'tuo 拾人涕唾
'shi'ren'wei'kong'bu'shang'ren 矢人惟恐不伤人
'shi'ren'xiao'shui 市人小说
'shi'ren'ya'hui 拾人牙慧
'shi'ren'you'gai 视人犹芥
'shi'ren'zhao'zhao 使人昭昭
'shi'ren'zhe'wang 失人者亡
'shi'ren'zhu'mu 世人瞩目
'shi'ri'bing'chu 十日并出
'shi'ri'han'zhi 十日寒之
'shi'ri'he'sang 时日曷丧
'shi'ri'pa'ma'sheng 十日怕麻绳
'shi'ri'ping'yuan 十日平原
'shi'ri'ru'nian 视日如年
'shi'ri'wan'qian 食日万钱
'shi'ri'yin 十日饮
'shi'ri'yi'shui 十日一水
'shi'ri'yi'shui'wu'ri'yi'dan 十日一水五日一石
'shi'ri'yi'yu 十日一雨
'shi'ri'zhi'tian 誓日指天
'shi'ri'zhi'yin 十日之饮
'shi'rou 狮肉
'shi'rou 食肉
'shi'rou'ban'gan'chai 湿肉伴干柴
'shi'rou'jun 食肉菌
'shi'rou'qin'pi 食肉寝皮
'shi'rou'shu 食肉术
'shi'rou'zhi'lu 食肉之禄
'shi'ru'bi'ji 视如敝屐
'shi'ru'bing'tan 势如冰炭
'shi'ru'bi'xi 视如敝屣
'shi'ru'cao'jie 视如草芥
'shi'ru'chu'nv 始如处女
'shi'ru'fen'tu 视如粪土
'shi'ru'gong'bi 视如拱璧
'shi'ru'guo'nu 势如彍弩
'shi'rui'fu 史瑞夫
'shi'ru'ji'chu 视如己出
'shi'ru'kou'chou 视如寇仇
'shi'ru'lei'luan 势如累卵
'shi'ru'mo'lu 视如陌路
'shi'ruo'er'hu 视若儿戏
'shi'ruo'er'xi 视若兒戏
'shi'ruo'lu'ren 视若路人
'shi'ruo'tuo'tu 势若脱兔
'shi'ruo'wu'du 视若无睹
'shi'ru'pi'zhu 势如劈竹
'shi'ru'po'zhu 势如破竹
'shi'ru'qi'fen 适如其分
'shi'ru'qi'fen 適如其分
'shi'ru'shui'huo 势如水火
'shi'ru'tu'jie 视如土芥
'shi'ru'wei'tu 视如畏途
'shi'ru'xian'qing 室如县罄
'shi'ru'xuan'pan 室如悬磐
'shi'ru'xuan'qing 室如悬罄
'shi'ru'xuan'qing 室如悬磬
'shi'ru'yu'ji 矢如雨集
'shi'ru'yu'xia 矢如雨下
'shi'ru'zhen'bao 视如珍宝
'shi'san'tai'bao 十三太保
'shi'seng 侍僧
'shi'sha'cheng'xing 嗜杀成性
'shi'shan 视膳
'shi'shang 十上
'shi'shang'wu'nan'shi 世上无难事
'shi'shang'wu'nan'shi'zhi'pa'you'xin'ren 世上无难事只怕有心人
'shi'shan'meng'hai 誓山盟海
'shi'shan'xue'hai 尸山血海
'shi'shao'shi'fan 食少事烦
'shi'shao'shi'fan 食少事繁
'shi'she'diao 食蛇貂
'shi'she'diao'wang 食蛇貂王
'shi'shen 食椹
'shi'shen'da'hai 石沈大海
'shi'shen'en'chong 泽深恩重
'shi'shen'fei'ren 失身匪人
'shi'shen'fei'shen 似信非信
'shi'sheng'bu'hua 食生不化
'shi'sheng'jiu'si 十生九死
'shi'sheng'qu'yi 释生取义
'shi'sheng'ru'nie 始生如蘖
'shi'sheng'tong'ku 失声痛哭
'shi'sheng'zhou'ye 事生肘腋
'shi'shen'luo'po 失神落魄
'shi'shen'ming'liu 士绅名流
'shi'shen'sang'po 失神丧魄
'shi'shen'xiang'lian 尸身项链
'shi'she'you'diao 食蛇幼貂
'shi'shi 嗜食
'shi'shi 史诗
'shi'shi 实时
'shi'shi 食尸
'shi'shi'bian'qian 实施变迁
'shi'shi'biao'zhun 事实标准
'shi'shi'bing'fa'cao'zuo 实时并发操作
'shi'shi'cao'zuo'xi'tong 实时操作系统
'shi'shi'chu'li 实时处理
'shi'shi'da'bian 识时达变
'shi'shi'dai'dai 世世代代
'shi'shi'dan'chuan 十世单传
'shi'shi'da'wu 识时达务
'shi'shi'dong'ming 世事洞明
'shi'shi'duo'mei'ti 实时多媒体
'shi'shi'er'xing 施施而行
'shi'shi'fei'fei 是是非非
'shi'shi'fei'xing'xing'tai 史诗飞行形态
'shi'shi'fen'rao 世事纷扰
'shi'shi'gai'yi 豕食丐衣
'shi'shi'gong'qin 事事躬亲
'shi'shi'gui 食尸鬼
'shi'shi'gui'fu'qi 食尸鬼腐气
'shi'shi'gui'pi'hu'tui 食尸鬼皮护腿
'shi'shi'gui'pi'wai'tao 食尸鬼皮外套
'shi'shi'gui'wen'yi 食尸鬼瘟疫
'shi'shi'gui'ze 实施规则
'shi'shi'huang'huang 失失慌慌
'shi'shi'jian'kong'cheng'xu 实时监控程序
'shi'shi'ji'bao'shi 史诗级宝石
'shi'shi'ji'hu'mu'jing 史诗级护目镜
'shi'shi'jin'gui 石室金鐀
'shi'shi'jin'kui 石室金匮
'shi'shi'ji'suan'ji 实时计算机
'shi'shi'jiu'kong 十室九空
'shi'shi'jiu'kui 十室九匮
'shi'shi'ji'wu'pin 史诗级物品
'shi'shi'ji'xiang 时时吉祥
'shi'shi'ke'ke 是事可可
'shi'shi'ke'ke 时时刻刻
'shi'shi'kong'zhi 实时控制
'shi'shi'ku 事实库
'shi'shi'luo'shi 失时落势
'shi'shi'nan'liao 世事难料
'shi'shi'pi'chu'li 实时批处理
'shi'shi'pi'chu'li'jian'kong'cheng'xu 实时批处理监控程序
'shi'shi'qiu'shi 实事求是
'shi'shi'rong'xian 十室容贤
'shi'shi'ru'lun 视虱如轮
'shi'shi'ru'qi 世事如棋
'shi'shi'ru'ru 豕虱濡濡
'shi'shi'sheng'ge'zhi'shu 史诗圣歌之书
'shi'shi'sheng'sheng 世世生生
'shi'shi'sheng'yu'xiong'bian 事实胜于雄辩
'shi'shi'shi'pin 实时视频
'shi'shi'shi'zhong'fen'shi 实时时钟分时
'shi'shi'shu'chu 实时输出
'shi'shi'shu'ju'ku 实时数据库
'shi'shi'shu'ru 实时输入
'shi'shi'suo'su 试试缩缩
'shi'shi'tong'bian 识时通变
'shi'shi'wu'cheng 事事无成
'shi'shi'wu'wu 事事物物
'shi'shi'wu'wu 十十五五
'shi'shi'wu'zhe'wei'jun'jie 识时务者为俊杰
'shi'shi'xiang'liang 实施向量
'shi'shi'xi'tong 实时系统
'shi'shi'xi'tong'zhi'xing'cheng'xu 实时系统执行程序
'shi'shi'yan'liang 世事炎凉
'shi'shi'ying'wu 适时应务
'shi'shi'ying'wu 適时应务
'shi'shi'you 十世宥
'shi'shi'you'zhi 十世宥之
'shi'shi'yuan'dun 石饰圆盾
'shi'shi'yue'shu 实时约束
'shi'shi'zai'zai 实实在在
'shi'shi'zao'ying'xiong 时势造英雄
'shi'shi'zhe 食尸者
'shi'shi'zhi'wu 识时知务
'shi'shi'zhi'xing'cheng'xu 实时执行程序
'shi'shi'zhi'xing'li'cheng 实时执行例程
'shi'shi'zhi'xing'xi'tong 实时执行系统
'shi'shi'zhi'yi 十室之邑
'shi'shi'zhu'ti 实时主体
'shi'shi'zi 石狮子
'shi'shou 石手
'shi'shou'jie'wan 螫手解腕
'shi'shou'suo'zhi 十手所指
'shi'shou'xiao'zi 试守孝子
'shi'shou'zheng'zhi 十手争指
'shi'shu'fa'zhong 诗书发冢
'shi'shu'feng'yi 时殊风异
'shi'shui'fan 逝水幡
'shi'shui'she'shan'shen'miao 诗水蛇山神庙
'shi'shui'yu 失水鱼
'shi'shu'li'yue 诗书礼乐
'shi'shun 时顺
'shi'shu'shi'yi 世殊时异
'shi'shu'tie'quan 誓书铁券
'shi'shu'tong'xue 十鼠同穴
'shi'shu'zheng'xue 十鼠争穴
'shi'shu'zi'cheng'ming 使竖子成名
'shi'si 市丝
'shi'si'bu'cong 誓死不从
'shi'si'bu'er 誓死不贰
'shi'si'bu'er 矢死不二
'shi'si'bu'er 失死不二
'shi'si'bu'er 誓死不二
'shi'si'bu'qu 誓死不屈
'shi'si'bu'wen 十死不问
'shi'si'bu'yu 誓死不渝
'shi'si'jin'jing 时祀尽敬
'shi'si'jiu'huo 十死九活
'shi'si'jiu'sheng 十死九生
'shi'si'mo'er 矢死无贰
'shi'si'ru'gui 视死如归
'shi'si'ruo'gui 视死若归
'shi'si'ruo'sheng 视死若生
'shi'si'ru'sheng 视死如生
'shi'si'ru'yi 视死如饴
'shi'si'yi'sheng 十死一生
'shi'si'you'gui 视死犹归
'shi'si'zhi'di 十死之地
'shi'si'zhi'ji 士死知己
'shi'su 尸素
'shi'su'bu'ke'yi 士俗不可医
'shi'sui'zhi'wei 食髓知味
'shi'sun'zhu'ze 食笋煮箦
'shi'su'sui'shi 适俗随时
'shi'su'sui'shi 適俗随时
'shi'su'xiang'jian 食宿相兼
'shi'su'zhi'jian 世俗之见
'shi'su'zhi'yan 世俗之言
'shi'tai'cha'xun'yu'yan 时态查询语言
'shi'tai'guan'xi'dai'shu 时态关系代数
'shi'tai'ren'qing 世态人情
'shi'tai'shu'ju'ku 时态数据库
'shi'tai'wu'qing 世态物情
'shi'tai'yan'liang 世态炎凉
'shi'tai'zhao'ze'shou 食苔沼泽兽
'shi'tan'fa 试探法
'shi'tan'ji'jiu 诗坛祭酒
'shi'tan'shi'yu 使贪使愚
'shi'tan'wu'yi 时谈物议
'shi'ti 实体
'shi'ti 石蹄
'shi'ti 视体
'shi'tian'duan'fa 誓天断发
'shi'tian'zhi'ri 誓天指日
'shi'ti'feng'kuang 噬体疯狂
'shi'ti'hong'ye 诗题红叶
'shi'ti'jian'bie 实体鉴别
'shi'ti'lian'xi'tu 实体联系图
'shi'ti'mo'xing 实体模型
'shi'ting'xin'xi 视听信息
'shi'ting'zhi'xun 诗庭之训
'shi'ti'wan'zheng'xing 实体完整性
'shi'ti'zao'xing 实体造型
'shi'ti'zhi'zao'zhe 尸体制造者
'shi'tong'er'xi 视同儿戏
'shi'tong'er'xi 视同兒戏
'shi'tong'gong'bi 视同拱璧
'shi'tong'lu'ren 视同路人
'shi'tong'mo'lu 视同陌路
'shi'tong'qin'yue 视同秦越
'shi'tong'sheng'si 誓同生死
'shi'tong'shou'zu 视同手足
'shi'tong'xu'she 事同虚设
'shi'tong'yi'lv 视同一律
'shi'tong'yun'tai 时通运泰
'shi'tong'zhi'bao 视同至宝
'shi'tou'guan'li'zhe 石头管理者
'shi'tou'hu'jian 石头护肩
'shi'tou'kan'shou'zhe 石头看守者
'shi'tou'kui'lei 石头傀儡
'shi'tou'shou'wei'zha'er'ge 石头守卫札尔格
'shi'tou'tian'pie 十头添撇
'shi'tou'xing'tai 石头形态
'shi'tou'yao'shi 狮头钥匙
'shi'tou'zha'er'ge 石头扎尔格
'shi'tu 视图
'shi'tu'jing'ji 仕途经济
'shi'tu'lang'ben 豕突狼奔
'shi'tu'lao'ma 识途老马
'shi'tu'lao'ma 识涂老马
'shi'tu'si'bi 室徒四壁
'shi'tu'wo'ji 食荼卧棘
'shi'wai'tao'yuan 世外桃源
'shi'wan 石丸
'shi'wan'ba'qian'li 十万八千里
'shi'wang'che 狮王车
'shi'wang'li'bao 狮王礼包
'shi'wang'qi'qiu 狮王气球
'shi'wang'ri'qian 事往日迁
'shi'wang'suo'gui 时望所归
'shi'wang'zhi'ao 狮王之傲
'shi'wang'zhi'li'yao'ji 狮王之力药剂
'shi'wan'huo'ji 十万火急
'shi'wan'huo'su 十万火速
'shi'wan'jun 狮万军
'shi'wei'bing'min 尸位病民
'shi'wei'deng'xian 视为等闲
'shi'wei'er'xi 视为儿戏
'shi'wei'er'xi 视为兒戏
'shi'wei'fang'zhang 食味方丈
'shi'wei'jian'ji 识微见几
'shi'wei'jian'yuan 识微见远
'shi'wei'ju'wen 视为具文
'shi'wei'kou'chou 视为寇雠
'shi'wei'kou'chou 视为寇仇
'shi'wei'kou'chou 视爲寇雠
'shi'wei'lei'luan 事危累卵
'shi'wei'min'tian 食为民天
'shi'wei'sheng'hu 狮威胜虎
'shi'wei'sheng'long 狮威胜龙
'shi'wei'su'can 尸位素餐
'shi'wei'wei'tu 视爲畏途
'shi'wei'wei'tu 视为畏途
'shi'wei'wu'gong 十围五攻
'shi'wei'wu'gong 什围伍攻
'shi'wei'wu'guo 尸位误国
'shi'wei'zhi'bao 视为至宝
'shi'wei'zhi'ji 视为知己
'shi'wei'zhi'ji'zhe'si 士为知己者死
'shi'wei'zhi'ji'zhe'yong 士为知己者用
'shi'wei'zhi'mu 十围之木
'shi'wei'zhi'xian 世伪知贤
'shi'wei'zhi'zhao 视微知着
'shi'wei'zhi'zhao 识微知着
'shi'wei'zhi'zhu 视微知著
'shi'wei'zhi'zhu 识微知著
'shi'wei'zhi'zun 势位至尊
'shi'wen 石纹
'shi'wen'duan'zi 识文断字
'shi'wen'fu'shan 使蚊负山
'shi'wen'hu'tui 石纹护腿
'shi'wen'shou'tao 狮纹手套
'shi'wen'tan'zi 识文谈字
'shi'wu 室庑
'shi'wu 失误
'shi'wu'bu'ke'dui'ren'yan 事无不可对人言
'shi'wu'chang'shi 事无常师
'shi'wu'chu'li'tun'tu'liang 事务处理吞吐量
