'a'bang 阿棒
'mi'shan'dao 蜜山岛
'mi'shi'she'qu 米市社区
'mi'shi'xiang 米市巷
'mi'shi'xiang'xiao'qu 米市巷小区
'mi'shi'xiao'qu 米市小区
'mi'shi'xin'cun 米市新村
'mi'tuo'shan 弥陀山
'mi'xiao'zi 米小子
'mi'xue'er 蜜雪儿
'mi'yan'jian 密岩尖
'mi'yin'chang'pian 弥音唱片
'mi'yue'xin'niang 蜜月新娘
'mian'bu'bai'huo 棉布百货
'mian'chang 棉场
'mian'dian 面店
'mian'dui'mian'mian'guan 面对面面馆
'mian'hua'di 棉花地
'mian'hua'wan 棉花湾
'mian'hua'yuan'zhong'chang 棉花原种场
'mian'liao'shi'chang 面料市场
'mian'niu'shan 眠牛山
'mian'sha'shi'chang 棉纱市场
'mian'yue'ge 眠月阁
'mian'zhi'chang 棉织厂
'miao'bei'hou 庙背后
'miao'di'xia 庙底下
'miao'er 淼儿
'miao'fan 庙畈
'miao'he'lu 庙河路
'miao'hou 庙后
'miao'hou'cun 庙后村
'miao'hou'shan 庙后山
'miao'hou'tou 庙后头
'miao'hou'wang 庙后王
'miao'hou'wu 庙后坞
'miao'hua'tou 庙华头
'miao'ji 庙基
'miao'ji'ping 庙基坪
'miao'jia'huo'guo 苗家火锅
'miao'kan 庙坎
'miao'li 庙里
'miao'ling 庙岭
'miao'ling'cun 庙岭村
'miao'men'qian 庙门前
'miao'miao'you'er'yuan 苗苗幼儿园
'miao'qian 庙前
'miao'qian'cun 庙前村
'miao'qiao 庙桥
'miao'qin'shi'chang 苗禽市场
'miao'shan 庙山
'miao'shan'bei 庙山北
'miao'shan'gong'jiao'zhan 庙山公交站
'miao'shan'jiao 庙山脚
'miao'shan'wu 庙山坞
'miao'shan'xin'cun 庙山新村
'miao'shang 庙上
'miao'shi'cun 妙石村
'miao'wai 庙外
'miao'wan 庙塆
'miao'wan 庙湾
'miao'wan'li 庙湾里
'miao'wu 庙坞
'miao'wu'kou 庙坞口
'miao'wu'kou'cun 庙坞口村
'miao'xia'cun 庙下村
'miao'xiang 妙香
'miao'xiang'dong'zhai 苗乡侗寨
'min'an'yao'dian 民安药店
'min'an'yuan 民安苑
'min'fang 民纺
'min'feng 民丰
'min'feng'cun 民丰村
'min'feng'he'cun 民丰河村
'min'feng'xiao'xue 民丰小学
'min'hang'da'jiu'dian 民航大酒店
'min'jian'cun 民建村
'min'kang'yao'dian 民康药店
'min'kang'yao'fang 民康药房
'min'lian'cun 民联村
'min'qiang'cun 民强村
'min'sheng 民盛
'min'sheng'yao'chang 民生药厂
'min'sheng'zhi'yao 民生制药
'min'shun'qiao 闵顺桥
'min'tai'yao'dian 民泰药店
'min'wei'cun 民围村
'min'xin'cun 民新村
'min'xing'qiao 民兴桥
'min'yue'cun 民乐村
'min'zheng'cun 民政村
'min'zheng'ju 民政局
'min'zhu 民主
'min'zhu'cun 民主村
'min'zhu'cun'dong 民主村东
'min'zhu'cun'xi 民主村西
'min'zhu'xiao'xue 民主小学
'ming'cai'fang 铭菜坊
'ming'cha'guan 明茶馆
'ming'cha'yuan 茗茶苑
'ming'cheng'da'jiu'dian 名城大酒店
'ming'cheng'yan'yuan 名城燕园
'ming'cheng'zhi'yi 明成制衣
'ming'cui'yuan 鸣翠苑
'ming'da'wang'ba 明达网吧
'ming'da'wu'liu 名达物流
'ming'de'xiao'xue 明德小学
'ming'de'xue'xiao 明德学校
'ming'dian 名店
'ming'dian'fang 名店坊
'ming'dian'ka'fei'yu'cha 名典咖啡语茶
'ming'du 名都
'ming'du 明都
'ming'du'da'jiu'dian 明都大酒店
'ming'du'ya'yuan 名都雅苑
'ming'du'yuan 名都苑
'ming'feng 明丰
'ming'fu 名府
'ming'guang'da'jiu'dian 明光大酒店
'ming'he'hua'yuan 铭鹤花园
'ming'hu'fan'dian 明湖饭店
'ming'hua'cun 明华村
'ming'hua'fan'dian 明华饭店
'ming'hua'hua'yuan 明华花园
'ming'hui'hua'yuan 明辉花园
'ming'jia'chu'fang 名家厨房
'ming'jia'hai'xian'gong'fang 名家海鲜工坊
'ming'jia'ming'cai 名家名菜
'ming'jian'cheng 名剪城
'ming'jiang'yuan 明江苑
'ming'jiu'xuan 名酒轩
'ming'jue'gong'yu 名珏公寓
'ming'kang'yao'dian 明康药店
'ming'lang'cun 明朗村
'ming'lang'yan'jing 明廊眼镜
'ming'lang'yan'jing 明朗眼镜
'ming'lang'yan'jing'dian 明廊眼镜店
'ming'liang'fan'dian 明亮饭店
'ming'liu'fa'yi 名流发艺
'ming'liu'mei'rong'mei'fa 名流美容美发
'ming'men'hun'sha 名门婚纱
'ming'ming 铭铭
'ming'qi 名祺
'ming'ren'jia'yuan 名仁家园
'ming'ren'jiu'dian 名人酒店
'ming'ren'ming'jia 名人名家
'ming'ren'ming'jia'wen'er'dian 名人名家文二店
'ming'ri'bin'guan 明日宾馆
'ming'sha'bi'shui 明沙碧水
'ming'shan 明山
'ming'shan'cun 明山村
'ming'shi'guan'ye 铭仕管业
'ming'shi'jia'yuan 名仕家园
'ming'shi'kang'yan'ke 明视康眼科
'ming'tang'cun 明堂村
'ming'tian'can'ting 明天餐厅
'ming'tian'yan'jing 明天眼镜
'ming'tian'you'er'yuan 明天幼儿园
'ming'wu'cun'cha'kou 茗坞村岔口
'ming'xie'fang 名鞋坊
'ming'xing'cun 明星村
'ming'xing'jiu'lou 明星酒楼
'ming'xing'she'qu 明星社区
'ming'xing'yao'dian 明星药店
'ming'ya'xuan 茗雅轩
'ming'ya'yuan 铭雅苑
'ming'ya'yuan'dong'qu 铭雅苑东区
'ming'ya'yuan'xi'qu 铭雅苑西区
'ming'yan'jiu'dian 名烟酒店
'ming'yan'ming'jiu 名烟名酒
'ming'yang'da'sha 铭扬大厦
'ming'yang'tian'xia 名羊天下
'ming'yang'tian'xia'huo'guo'cheng 名羊天下火锅城
'ming'yi'hua'yuan 明怡花园
'ming'yi'hua'yuan 明怡花苑
'ming'yuan 名园
'ming'yuan'fan'dian 明园饭店
'ming'yuan'jiu'jia 茗苑酒家
'ming'yuan'you'er'yuan 名苑幼儿园
'ming'yue'cha'lou 明月茶楼
'ming'yue'gong'yu 明月公寓
'ming'yue'jiu'lou 明月酒楼
'ming'yue'shan'zhuang 明月山庄
'ming'zhai 明宅
'ming'zhen'gong 明真宫
'ming'zhi'cun 明智村
'ming'zhu'bin'guan 明珠宾馆
'ming'zhu'can'ting 明珠餐厅
'ming'zhu'da'jiu'dian 明珠大酒店
'ming'zhu'da'sha 明珠大厦
'ming'zhu'gong'yu 明珠公寓
'ming'zhu'hua'yuan 明珠花园
'ming'zhu'jie'xi'kou 明珠街西口
'ming'zhu'jiu'jia 明珠酒家
'ming'zhu'kuai'can 明珠快餐
'ming'zhu'lv'guan 明珠旅馆
'ming'zhu'qiao 明珠桥
'ming'zhu'shang'ye'zhong'xin 明珠商业中心
'ming'zhu'xiao'bai'huo 明珠小百货
'ming'zhu'xiao'xue 明珠小学
'ming'zhu'ye'zong'hui 明珠夜总会
'ming'zhu'you'er'yuan 明珠幼儿园
'miu'jia 缪家
'miu'jia'cun 缪家村
'mo'dao'cun 磨刀村
'mo'dao'keng 磨刀坑
'mo'dao'wan 磨刀湾
'mo'deng'zhuang'shi 摩登装饰
'mo'dou'shan 墨斗山
'mo'fang'dian'wan'cheng 魔方电玩城
'mo'gan'shan'lu 莫干山路
'mo'gan'shan'lu'xiao'xue 莫干山路小学
'mo'gan'xin'cun 莫干新村
'mo'gang 莫港
'mo'gao 摩高
'mo'jia 莫家
'mo'jia'dai 莫家埭
'mo'jia'gang 莫家港
'mo'jia'li 莫家里
'mo'jia'ling 莫家岭
'mo'jia'men 莫家门
'mo'jia'qiao'bei 莫家桥北
'mo'jia'qiao'cun 莫家桥村
'mo'jia'tang 莫家塘
'mo'jia'zhu'li 莫家注里
'mo'li'hua'da'jiu'dian 茉莉花大酒店
'mo'nuo 摩诺
'mo'pan'tan 磨盘滩
'mo'po'qiao 莫婆桥
'mo'shang'hua'lu'bei'kou 陌上花路北口
'mo'shi'keng 磨石坑
'mo'shi'qiao 莫世桥
'mo'tuo'che'xiu'li'bu 摩托车修理部
'mo'xi'ge'can'ting 墨西哥餐厅
'mo'xiang'yuan 墨香苑
'mo'xin'jian 磨心尖
'mo'ya'ying 莫衙营
'mo'ye'tang'bei'cun 莫邪塘北村
'mo'ye'tang'nan'cun 莫邪塘南村
'mo'zi'shan 磨子山
'mu'an'xiao'qu 木庵小区
'mu'cai'shi'chang 木材市场
'mu'cai'ting 慕才亭
'mu'cai'xiao'qu 木材小区
'mu'cai'xin'cun 木材新村
'mu'chang 牧场
'mu'chang'cun 牧场村
'mu'cun 牧村
'mu'dan'ting 牡丹亭
'mu'er'bao 木耳包
'mu'er'ping 木耳坪
'mu'gua'cun 木瓜村
'mu'jia 穆家
'mu'jia'ba 穆家坝
'mu'jia'qiao 牧家桥
'mu'lan'shan'cha'yuan 木兰山茶园
'mu'lan'yuan 木兰苑
'mu'lian'shan 木连山
'mu'ling 母岭
'mu'ling'cun 母岭村
'mu'pai'cun 木排村
'mu'pai'lou 木牌楼
'mu'qiao'cun 木桥村
'mu'qiao'tou 木桥头
'mu'qiao'tou'cun 木桥头村
'mu'shan 母山
'mu'shao'tang 木勺塘
'mu'si 慕丝
'mu'ting'cun 牧亭村
'mu'ting'xu 木汀徐
'mu'wang'cun 木旺村
'mu'xia 幕下
'mu'zi'ling 母子岭
'mu'zi'wang'luo 木子网络
'na'de'da'jiu'dian 纳德大酒店
'na'er'si 娜尔思
'na'pa'jia 纳帕佳
'na'wen 纳纹
'nai'ke 耐克
'nai'niu'mu'chang 奶牛牧场
'nan'an'hua'cheng 南岸花城
'nan'an'hua'yuan 南岸花园
'nan'an'jing'du'hua'yuan 南岸晶都花园
'nan'an'she'qu 南安社区
'nan'an'tou 南安头
'nan'ba 南坝
'nan'ba'cun 南八村
'nan'ba'cun 南坝村
'nan'ba'qiao 南坝桥
'nan'bao'cun 南堡村
'nan'bei'cao'tang 南北草堂
'nan'bei'cun 南北村
'nan'bei'shan 南北山
'nan'bei'shang'wu'gang 南北商务港
'nan'cai'cun 南蔡村
'nan'cao'tang 南草塘
'nan'che'lu 南车路
'nan'che'lu'lao'tang'lu'kou 南车路老塘路口
'nan'che'zhan'lao'tang'lu'kou 南车站老塘路口
'nan'chen 南陈
'nan'chen'cun 南陈村
'nan'chuan'cun 南川村
'nan'cun 南村
'nan'da'huan'bao 南大环保
'nan'da'jie'nan'yuan'jie'kou 南大街南苑街口
'nan'dou'men 南斗门
'nan'du 南都
'nan'du'de'jia'dong'qu 南都德加东区
'nan'du'de'jia'gong'yu 南都德加公寓
'nan'du'hua'yuan 南都花园
'nan'du'ji'tuan 南都集团
'nan'du'jiang'bin'hua'yuan 南都江滨花园
'nan'du'tian'shui'yuan 南都天水苑
'nan'du'yin'zuo 南都银座
'nan'du'yin'zuo'gong'yu 南都银座公寓
'nan'fa'zhi'ye 南发纸业
'nan'fan 南范
'nan'fang'bao'zi 南方包子
'nan'fang'da'sha 南方大厦
'nan'fang'gong'yu 南方公寓
'nan'fang'guo'lu 南方锅炉
'nan'fang'ji'dian'shi'chang 南方机电市场
'nan'fang'lv'shi'shi'wu'suo 南方律师事务所
'nan'fang'ming'jian 南方名剪
'nan'fang'pi'su 南方皮塑
'nan'fang'shang'sha 南方商厦
'nan'fang'shang'wu'da'lou 南方商务大楼
'nan'fang'xiu'xian 南方休闲
'nan'feng'cun 南丰村
'nan'feng'cun 南峰村
'nan'feng'ta 南峰塔
'nan'gao'feng 南高峰
'nan'gao'qiao 南高桥
'nan'gong'he 南公河
'nan'gong'he'lu'dong 南公河路东
'nan'guan'yin'dong 南观音洞
'nan'guang'fang 南光坊
'nan'guo'jiu'lou 南国酒楼
'nan'hai'nv'hai 男孩女孩
'nan'he 南河
'nan'he'xia 南河下
'nan'heng 南横
'nan'hong'zhuang'shi 南鸿装饰
'nan'hu 南湖
'nan'hu'cun 南湖村
'nan'hu'da'jiu'dian 南湖大酒店
'nan'hu'li'jing 南湖丽景
'nan'hu'ming'zhu 南湖明筑
'nan'hua'cun 南华村
'nan'hua'hua'gong 南化化工
'nan'hua'shu'dian 南华书店
'nan'huan'lu'xi 南环路西
'nan'jian 南涧
'nan'jian'cun 南涧村
'nan'jiang'gong'yu 南江公寓
'nan'jiang'gong'yuan 南江公园
'nan'jing'chang 南京厂
'nan'keng'cun'wei'hui 南坑村委会
'nan'li'jia'cun 南李家村
'nan'lian'cun 南联村
'nan'liang'ting 南凉亭
'nan'ling 南岭
'nan'ma'bin 南马滨
'nan'men'ju'wei'hui 南门居委会
'nan'men'qiao 南门桥
'nan'men'she'qu 南门社区
'nan'men'tou 南门头
'nan'men'you'er'yuan 南门幼儿园
'nan'ni'wan 南泥湾
'nan'pan'jia'tang 南潘家塘
'nan'ping'shan 南屏山
'nan'ping'wan'zhong 南屏晚钟
'nan'pu'cun 南浦村
'nan'qu 南渠
'nan'ren'tian'di 男人天地
'nan'sha'da'jiu'dian 南沙大酒店
'nan'shan 南山
'nan'shan'bin'guan 南山宾馆
'nan'shan'cun 南山村
'nan'shan'cun'wei 南山村委
'nan'shan'fan'dian 南山饭店
'nan'shan'jiao 南山脚
'nan'shan'lin'chang 南山林场
'nan'shan'ling'yuan 南山陵园
'nan'shan'ren'jia'da'jiu'dian 南山人家大酒店
'nan'shan'shang 南山上
'nan'shan'shu'dian 南山书店
'nan'shan'shu'wu 南山书屋
'nan'shan'tang 南山塘
'nan'shan'xia 南山下
'nan'shan'xiao'qu 南山小区
'nan'shan'xin'cun 南山新村
'nan'shan'yuan 南山苑
'nan'she'cun 南社村
'nan'shi'fu'shi 男士服饰
'nan'shi'hua'yuan 南市花园
'nan'shi'qiao'cun 南石桥村
'nan'si'cun 南四村
'nan'song'fang 南宋坊
'nan'song'guan'yao'bo'wu'guan 南宋官窑博物馆
'nan'tian'mu 南天目
'nan'tian'zhu 南天竺
'nan'tou 南头
'nan'wei'cun 南围村
'nan'wu 南坞
'nan'wu'cun 南坞村
'nan'wu'kou 南坞口
'nan'wu'qiao 南坞桥
'nan'xian'da'jiu'dian 南线大酒店
'nan'xiao'bu 南肖埠
'nan'xiao'bu'jing'he'yuan 南肖埠景和苑
'nan'xiao'bu'qing'chun'yuan 南肖埠庆春苑
'nan'xiao'bu'she'qu 南肖埠社区
'nan'xiao'bu'wen'jing'yuan 南肖埠文景苑
'nan'xiao'bu'xiao'qu 南肖埠小区
'nan'xiao'bu'you'er'yuan 南肖埠幼儿园
'nan'xiao'bu'yu'jing'yuan 南肖埠御景苑
'nan'xiao'wei 南小圩
'nan'xin'gong'yu 南欣公寓
'nan'xin'xiao'xue 南新小学
'nan'xing 南星
'nan'xing'cun 南星村
'nan'xing'gong'yu 南星公寓
'nan'xing'jie'dao 南星街道
'nan'xing'lu 南兴路
'nan'xing'lu'long'xing'lu'kou 南兴路龙兴路口
'nan'xing'lu'ren'min'da'dao'kou 南兴路人民大道口
'nan'xing'lu'wan'yue'jie'kou 南兴路玩月街口
'nan'xing'qiao 南星桥
'nan'xiu'yuan 南秀苑
'nan'yang'ba 南阳坝
'nan'yang'bin'guan 南洋宾馆
'nan'yang'cun 南阳村
'nan'yang'da'jiu'dian 南阳大酒店
'nan'yang'dun 南阳墩
'nan'yang'fan'dian 南阳饭店
'nan'yang'lu'kou 南阳路口
'nan'yang'miao 南阳庙
'nan'yang'mu'gong 南洋木工
'nan'yang'qi'xiu 南阳汽修
'nan'yang'qiao 南阳桥
'nan'yang'shui'ni'chang 南阳水泥厂
'nan'yang'wei'sheng'yuan 南阳卫生院
'nan'yang'xin'cun 南洋新村
'nan'yang'you'ku 南阳油库
'nan'yang'zhen'zheng'fu 南阳镇政府
'nan'yong'cun 南永村
'nan'yong'qiao 南永桥
'nan'yu'shan'zhuang 南玉山庄
'nan'yuan 南苑
'nan'yuan 楠苑
'nan'yuan'bin'guan 南苑宾馆
'nan'yuan'cun 南园村
'nan'yuan'er'qu 南苑二区
'nan'yuan'fan'dian 南苑饭店
'nan'yuan'jia 南袁家
'nan'yuan'kai'fa'qu 南苑开发区
'nan'yuan'kai'fa'qu'lu'kou 南苑开发区路口
'nan'yuan'qiao 南苑桥
'nan'yuan'wang'ba 南苑网吧
'nan'yuan'xiao'qu 南苑小区
'nan'yuan'xiao'xue 南苑小学
'nan'yuan'you'er'yuan 南苑幼儿园
'nan'yuan'zhong'xin'xiao'xue 南苑中心小学
'nan'zhan 南站
'nan'zhan'bin'guan 南站宾馆
'nan'zhan'shou'piao'chu 南站售票处
'nan'zhu 南珠
'nan'zhuang 南庄
'nan'zhuang'cun 南庄村
'nan'zhuang'dou 南庄兜
'nan'zhuang'dou'shou'fei'zhan 南庄兜收费站
'nan'zhuang'qiao 南庄桥
'nan'zhuang'wang 南庄王
'nan'zhuang'wu 南庄坞
'ni'ao'ge'lan 尼奥格兰
'ni'cun 倪村
'ni'gou 泥沟
'ni'gu'an 尼姑庵
'ni'gu'shan 尼姑山
'ni'jia 倪家
'ni'jia'cun 倪家村
'ni'jia'dou'men 倪家斗门
'ni'jia'men 倪家门
'ni'jia'tan'cun 倪家滩村
'ni'jia'tou 倪家头
'ni'long'shan 尼龙山
'ni'luo'cun 泥骆村
'ni'ma'cun 泥马村
'ni'men 倪门
'ni'na'lu'lu 尼娜鲁鲁
'ni'qian 泥前
'ni'qiao 泥桥
'ni'qiao'bei 泥桥北
'ni'qiao'tou 倪桥头
'ni'qiao'tou 泥桥头
'ni'qiao'tou'bei 泥桥头北
'ni'qiao'tou'nan 泥桥头南
'ni'qiao'tou'xi 倪桥头西
'ni'qiu'shan 泥鳅山
'ni'shan'wan 泥山湾
'ni'wo'cha'ba 你我茶吧
'ni'wo'cha'yan 你我茶燕
'nian'mu'tou 廿亩头
'nian'qing'yi'zu 年轻一族
'nian'si'du'lu'kou 廿四度路口
'nian'wu'du'lu'kou 廿五度路口
'nian'yu'jiao 鲶鱼角
'nian'yu'shan 鲶鱼山
'niang'niang'miao 娘娘庙
'niang'niang'miao'cun'kou 娘娘庙村口
'niang'niang'shan 娘娘山
'niao'wan 鸟湾
'niao'wu'jiu'lou 鸟屋酒楼
'nie'jia 聂家
'ning'an 宁安
'ning'an'cun 宁安村
'ning'an'da'sha 宁安大厦
'ning'bei 宁北
'ning'bei'cun 宁北村
'ning'bo'da'sha 宁波大厦
'ning'bo'deng'ju 宁波灯具
'ning'bo'tang'tuan'dian 宁波汤团店
'ning'dong'cun 宁东村
'ning'meng'gong'yu 柠檬公寓
'ning'mu 宁牧
'ning'mu'cun 宁牧村
'ning'qiao'da'dao 宁桥大道
'ning'qiao'da'dao'kou 宁桥大道口
'ning'shui'cun 宁税村
'ning'wei'chu'zhong 宁围初中
'ning'wei'er'xiao 宁围二小
'ning'wei'ji'mao'shi'chang 宁围集贸市场
'ning'wei'si'xiao 宁围四小
'ning'wei'wen'hua'zhong'xin 宁围文化中心
'ning'wei'zhen 宁围镇
'ning'wei'zhen'zheng'fu 宁围镇政府
'ning'xiang'ju 凝香居
'ning'xin 宁新
'ning'xin'cun 宁新村
'ning'xin'zhou'cheng 宁鑫轴承
'ning'ye'nong'ye'zhuang'bei 宁野农业装备
'niu'bei'ji 牛背脊
'niu'bei'ling 牛背岭
'niu'cheng 牛城
'niu'e'ling 牛轭岭
'niu'feng'ling 牛峰岭
'niu'gao'mu 牛皋墓
'niu'gong'shan 牛公山
'niu'jia'tang 钮家塘
'niu'jia'zhuang 牛家庄
'niu'jiao'cun 牛角村
'niu'jiao'dong 牛角洞
'niu'jiao'tang 牛角塘
'niu'jiao'wan 牛脚湾
'niu'jiao'wan 牛角湾
'niu'lan'ping 牛栏坪
'niu'lan'tang 牛栏塘
'niu'lan'tou 牛栏头
'niu'lan'wu 牛栏坞
'niu'lang'shan 牛郎山
'niu'men'qian 牛门前
'niu'niu'wang'ba 牛牛网吧
'niu'niu'xi'bing'wu 妞妞西饼屋
'niu'rou'pu 牛肉铺
'niu'shan 牛山
'niu'shang'cun 牛上村
'niu'shui'wu 牛水坞
'niu'tian'cun 牛田村
'niu'tian'she'qu 牛田社区
'niu'tou'cun 牛头村
'niu'tou'jing 牛头颈
'niu'tou'shan 牛头山
'niu'tou'wu 牛头坞
'niu'wu 牛坞
'niu'wu'fan 牛坞畈
'niu'wu'kou 牛坞口
'niu'wu'nong 牛坞弄
'niu'xing'tou 牛行头
'niu'zai'bu'luo 牛仔部落
'niu'zai'sen'lin 牛仔森林
'niu'zai'shi'jie 牛仔世界
'nong'chan'pin'shi'chang 农产品市场
'nong'cun'xin'xi'bao 农村信息报
'nong'da 农大
'nong'du'shi'chang 农都市场
'nong'er'chang'chang'bu 农二场场部
'nong'er'chang'yi'fen'chang 农二场一分场
'nong'fa'da'sha 农发大厦
'nong'fu'chan'pin'wu'liu'zhong'xin 农副产品物流中心
'nong'hang 农行
'nong'hang'chao'yang'zhi'hang 农行朝阳支行
'nong'hang'cheng'dong'zhi'hang 农行城东支行
'nong'hang'cheng'nan'fen'li'chu 农行城南分理处
'nong'hang'cheng'xi'fen'li'chu 农行城西分理处
'nong'hang'cheng'xi'zhi'hang 农行城西支行
'nong'hang'gao'xin'zhi'hang 农行高新支行
'nong'hang'he'ping'zhi'hang 农行和平支行
'nong'hang'hu'bin'zhi'hang 农行湖滨支行
'nong'hang'jie'fang'lu'zhi'hang 农行解放路支行
'nong'hang'ke'ji'cheng'zhi'hang 农行科技城支行
'nong'hang'qi'che'cheng'zhi'hang 农行汽车城支行
'nong'hang'shi'qiao'zhi'hang 农行石桥支行
'nong'hang'xiao'shan'zhi'hang 农行萧山支行
'nong'hang'zhe'da'zhi'hang 农行浙大支行
'nong'hang'zhe'jiang'sheng'fen'hang 农行浙江省分行
'nong'hang'zhi'jiang'zhi'hang 农行之江支行
'nong'hang'zhong'shan'zhi'hang 农行中山支行
'nong'ji'chang 农机厂
'nong'ji'da'lou 农机大楼
'nong'ji'lian 农机连
'nong'ji'pei'jian'jing'ying'bu 农机配件经营部
'nong'ji'zhan 农机站
'nong'jia'cai'guan 农家菜馆
'nong'jia'da'yuan 农家大院
'nong'jia'guan 农家馆
'nong'jia'le'fan'guan 农家乐饭馆
'nong'jia'le'lv'guan 农家乐旅馆
'nong'jia'tu'cai'guan 农家土菜馆
'nong'jia'xiao'cai 农家小菜
'nong'jia'yu'zhuang 农家渔庄
'nong'jia'yu'zhuang 农家鱼庄
'nong'ke'dui 农科队
'nong'ke'yuan 农科院
'nong'ke'yuan'bei 农科院北
'nong'ke'yuan'she'qu 农科院社区
'nong'ken'zhong'xue 农垦中学
'nong'kou'qi'zu 弄口七组
'nong'kou'wu'zu 弄口五组
'nong'kou'xin'cun 弄口新村
'nong'kou'xin'yuan 弄口新苑
'nong'lin'cun 农林村
'nong'min'ri'bao 农民日报
'nong'xin'cun 农新村
'nong'yao'chang 农药厂
'nong'yao'chang'su'she 农药厂宿舍
'nong'yi'chang 农一场
'nong'zi'da'sha 农资大厦
'nuo'bei'er'ci'zhuan 诺贝尔磁砖
'nuo'bei'er'tao'ci'chang 诺贝尔陶瓷厂
'nuo'fei'er 诺菲尔
'nuo'ji'ya 诺基亚
'nuo'ya'dian'qi 诺亚电器
'nv'er'cun 女儿村
'nv'er'keng 女儿坑
'nv'er'qiao 女儿桥
'nv'ren'hua'ti 女人话题
'nv'ren'kong'jian 女人空间
'nv'ren'tian'di 女人天地
'nv'ren'wu 女人屋
'nv'wa'dian 女娲殿
'nv'xu'qiao 女婿桥
'nv'zhuang'cheng 女装城
'ou'bao'dian'qi 欧宝电器
'ou'bei'de 欧倍德
'ou'bo'lan 欧泊兰
'ou'de'long 欧德隆
'ou'dian 欧点
'ou'dian'di'ban 欧典地板
'ou'dong'wu 欧东坞
'ou'hua'yuan 藕花苑
'ou'hua'zhou'da'jie 藕花洲大街
'ou'hua'zhou'jia'ri'jiu'dian 藕花洲假日酒店
'ou'jiang'da'jiu'dian 瓯江大酒店
'ou'jiang'gong'yu 瓯江公寓
'ou'jiang'gong'yu 鸥江公寓
'ou'jiang'lu 瓯江路
'ou'lin'jia'ju 欧林家具
'ou'man'li 欧曼丽
'ou'pai'zheng'ti'chu'gui 欧派整体厨柜
'ou'po'lai 欧珀莱
'ou'sha 欧莎
'ou'shang'chao'shi 欧尚超市
'ou'shang'da'guan'dian 欧尚大关店
'ou'shi'li 欧时力
'ou'te'lang'zhao'ming 欧特朗照明
'ou'xiang'yuan 藕香园
'ou'ya'feng'qing 欧亚风情
'ou'yu 偶遇
'ou'yu'xie'ba 偶遇鞋吧
'ou'zhou'gu'shi 欧洲故事
'ou'zhou'xing 欧洲行
'pai'guan'zhan 排灌站
'pai'ke'jiu'ba 派克酒吧
'pai'li'sa 派里萨
'pai'lian'cun 牌联村
'pai'lou'cun 牌楼村
'pai'lou'qian 牌楼前
'pai'lou'shan 牌楼山
'pai'lou'xia 排楼下
'pai'lou'xia 牌楼下
'pai'men'shan 排门山
'pai'tang 排塘
'pai'tang'cun 排塘村
'pai'tou 牌头
'pai'xia 排下
'pai'xuan'cun 牌轩村
'pan'ban'cun 潘板村
'pan'ban'cun'wei 潘板村委
'pan'ban'qiao 潘板桥
'pan'ban'zhong'xin'xiao'xue 潘板中心小学
'pan'ban'zhong'xue 潘板中学
'pan'cun 潘村
'pan'duo'la 潘多拉
'pan'fan 潘畈
'pan'fan'cun 潘畈村
'pan'gong'gong'ju 潘工工具
'pan'gu'zu'dao 盘古足道
'pan'hu'lu'kou 畔湖路口
'pan'hu'qiao 畔湖桥
'pan'jia 潘家
'pan'jia'cun 潘家村
'pan'jia'dian'cun 潘家店村
'pan'jia'dong 潘家洞
'pan'jia'li 潘家里
'pan'jia'qiao 潘家桥
'pan'jia'shan 潘家山
'pan'jia'tang 潘家塘
'pan'jia'tou 潘家头
'pan'jia'wu 潘家坞
'pan'jia'yuan 潘家源
'pan'kou 潘口
'pan'lian'cun 潘联村
'pan'ling 潘岭
'pan'long'cun 潘龙村
'pan'pan'fang'qiao'men 盼盼防撬门
'pan'po 盘坡
'pan'shan 潘山
'pan'shan 蟠山
'pan'shan'cun 潘山村
'pan'shan'cun 畔山村
'pan'shan'cun 盘山村
'pan'shan'ling 盘山岭
'pan'she 盘舍
'pan'shi 潘市
'pan'shui 潘水
'pan'shui'nan'yuan 潘水南苑
'pan'shui'qiao 潘水桥
'pan'shui'yi'qi 潘水一期
'pan'tang 潘塘
'pan'tang'cun 潘塘村
'pan'tian'shou'ji'nian'guan 潘天寿纪念馆
'pan'wu 潘坞
'pan'xi'cun 潘溪村
'pan'xi'jiu'jia 泮溪酒家
'pan'yuan 潘源
'pan'zhuang'cun 潘庄村
'pang'jia'dun 庞家墩
'pang'jia'dun'lu'kou 庞家墩路口
'pang'ke 庞克
'pang'lao'tai 胖老太
'pang'zi'bai'huo 胖子百货
'pang'zi'shui'guo'dian 胖子水果店
'pao'ma'chang 跑马场
'pao'ma'gang 跑马岗
'pao'pao'wang'ba 泡泡网吧
'pao'tai'gong'yu 炮台公寓
'pao'tai'shan 炮台山
'pao'tai'wan 炮台湾
'pao'tai'xiao'qu 炮台小区
'pei'dian'fang 配电房
'pei'dian'shi 配电室
'pei'jia'cun 裴家村
'pei'jia'dai 裴家埭
'pei'lei'you'er'yuan 培蕾幼儿园
'pei'luo'cheng 培罗成
'pei'luo'meng 培罗蒙
'pen'jing'yuan 盆景园
'peng'bu 彭埠
'peng'bu'da'qiao 彭埠大桥
'peng'bu'gao'su'kou 彭埠高速口
'peng'bu'hua'yuan 彭埠花苑
'peng'bu'zhen 彭埠镇
'peng'bu'zhen'nan 彭埠镇南
'peng'bu'zhong'xin'xiao'xue 彭埠中心小学
'peng'cun 朋村
