'a'gong'yan 阿公岩
'qing'tie'tun'men'zhan 轻铁屯门站
'qing'tie'xin'wei'zhan 轻铁新围站
'qing'ya'yuan 青雅苑
'qing'yang'lou 青杨楼
'qing'ye'jie 青叶街
'qing'yi 青衣
'qing'yi'chang'heng'cun 青衣长亨邨
'qing'yi'cheng 青衣城
'qing'yi'cheng'gang'tie'zhan 青衣城港铁站
'qing'yi'cun 青衣邨
'qing'yi'cun'ba'shi'zong'zhan 青衣邨巴士总站
'qing'yi'cun'shang'chang 青衣邨商场
'qing'yi'cun'ti'yu'guan 青衣邨体育馆
'qing'yi'cun'yi'wei'lou 青衣邨宜伟楼
'qing'yi'cun'yi'ye'lou 青衣邨宜业楼
'qing'yi'cun'zong'zhan 青衣邨总站
'qing'yi'gong'li'xue'xiao 青衣公立学校
'qing'yi'gong'ye'zhong'xin 青衣工业中心
'qing'yi'gong'yuan 青衣公园
'qing'yi'hua'yuan 青怡花园
'qing'yi'ji'tie'li'zhan 青衣机铁立站
'qing'yi'jie'shi 青衣街市
'qing'yi'jing'cha'ju'su'she 青衣警察局宿舍
'qing'yi'jing'shu 青衣警署
'qing'yi'lan'cheng'wan 青衣蓝澄湾
'qing'yi'lu 青衣路
'qing'yi'ma'tou 青衣码头
'qing'yi'ma'tou'zong'zhan 青衣码头总站
'qing'yi'tie'lu'zhan 青衣铁路站
'qing'yi'tie'lu'zhan'zong'zhan 青衣铁路站总站
'qing'yi'xin'jie'shi 青衣新街市
'qing'yi'yun'dong'chang 青衣运动场
'qing'yi'yun'dong'yi 青衣运动埸
'qing'yi'zhan 青衣站
'qing'yi'zhen'suo 青衣诊所
'qing'yu'gan'xian'jiao'fei'guang'chang 青屿干线缴费广场
'qing'yu'xin'cun 青裕新村
'qing'yun'tie'lu'zhan 青云铁路站
'qing'zhou 青洲
'qing'zhuan'wei 青砖围
'qing'zhuan'wei'lu 青砖围路
'qiong'dong'jie 琼东街
'qiong'gong'lou 琼宫楼
'qiong'li'yuan 琼丽苑
'qiong'shan'yuan 琼山苑
'qiong'xuan'yuan 琼轩苑
'qiu'chang 球场
'qiu'jin'qiu'zhong'xue 裘锦秋中学
'qiu'kui'lou 秋葵楼
'qu'di'jie 屈地街
'qu'di'jie'zong'zhan 屈地街总站
'qu'jie 曲街
'qu'wu'chu 渠务处
'qu'yuan'lou 趣园楼
'quan'de'hua'yuan 荃德花园
'quan'fa'shang'ye'da'sha 全发商业大厦
'quan'feng'zhong'xin 荃丰中心
'quan'fu'jie 荃富街
'quan'fu'jie'gong'yuan 荃富街公园
'quan'jin'gong'lu 荃锦公路
'quan'jing'da'sha 全景大厦
'quan'jing'hua'yuan 荃景花园
'quan'jing'hua'yuan'di'er'qi 荃景花园第二期
'quan'jing'wei'jie'shi 荃景围街市
'quan'jing'wei'tian'jiao 荃景围天挢
'quan'jing'wei'tian'qiao 荃景围天桥
'quan'rong'jie 荃荣街
'quan'wan 荃湾
'quan'wan'chai'wan'jiao'jie 荃湾柴湾角街
'quan'wan'chuan'long'jie 荃湾川龙街
'quan'wan'da'he'dao 荃湾大河道
'quan'wan'da'hui'tang 荃湾大会堂
'quan'wan'fu'hua'jie 荃湾富华街
'quan'wan'gang'an'yi'yuan 荃湾港安医院
'quan'wan'gong'ye'zhong'xin 荃湾工业中心
'quan'wan'gong'yuan 荃湾公园
'quan'wan'guan'li'xiao'xue 荃湾官立小学
'quan'wan'guang'chang 荃湾广场
'quan'wan'hai'ba'jie 荃湾海坝街
'quan'wan'heng'long'jie 荃湾横龙街
'quan'wan'heng'wo'zai'jie 荃湾横窝仔街
'quan'wan'hua'yuan 荃湾花园
'quan'wan'jian'ming'jie 荃湾建明街
'quan'wan'jie'shi'jie 荃湾街市街
'quan'wan'lian'ren'jie 荃湾联仁街
'quan'wan'long'de'jie 荃湾龙德街
'quan'wan'ma'tou 荃湾码头
'quan'wan'ma'tou'ba'dao 荃湾马头坝道
'quan'wan'quan'fu'jie 荃湾荃富街
'quan'wan'tie'lu'zhan 荃湾铁路站
'quan'wan'tie'lu'zhan'zong'zhan 荃湾铁路站总站
'quan'wan'tu'fang 荃湾屠房
'quan'wan'xi 荃湾西
'quan'wan'xi'tie'lu'zhan'zong'zhan 荃湾西铁路站总站
'quan'wan'xi'tie'zhan 荃湾西铁站
'quan'wan'xi'xi'tie'zhan 荃湾西西铁站
'quan'wan'xi'zhan 荃湾西站
'quan'wan'xian'tian'jie 荃湾咸田街
'quan'wan'xiao'xue 全完小学
'quan'wan'zhan 荃湾站
'quan'wan'zhong'an'jie 荃湾众安街
'quan'wan'zhong'xin 荃湾中心
'quan'wan'zong'he'yun'shu'da'lou 荃湾综合运输大楼
'quan'wei'hua'yuan'zong'zhan 荃威花园总站
'quan'xin'tian'di 荃新天地
'quan'zhang'ju 泉章居
'que'chao 雀巢
'que'niao'hua'yuan 雀鸟花园
'que'qiao'jie 雀桥街
'ran'bu'fang'jie 染布房街
're'jin'xin 热浸锌
'ren'an'yi'yuan 仁安医院
'ren'feng'jie 仁风街
'ren'ji'hu'li'yuan 仁济护理院
'ren'ji'yi'yuan 仁济医院
'ren'li'xiao'xue 仁立小学
'ren'min'ru'jing'shi'wu'chu 人民入境事务处
'ren'shu'wan 稔树湾
'ren'wan 稔湾
'ren'zheng'jie 仁政街
'ri'ben'cheng 日本城
'ri'ben'ren'xue'xiao 日本人学校
'ri'hang'jiu'dian 日航酒店
'ri'hui'ge 日晖阁
'ri'jing'lou 日景楼
'ri'xiu 日修
'rong'an'da'sha 荣安大厦
'rong'chang'zhong'xin 荣昌中心
'rong'dong'lou 荣东楼
'rong'fang'lu 荣芳路
'rong'feng'shu'ji'nian'zhong'xin 容凤书纪念中心
'rong'fu'zhong'xin 荣福中心
'rong'hui'hua'yuan 荣晖花园
'rong'ji'cun 荣基村
'rong'ji'cun'tian'qiao 荣基村天桥
'rong'shan'gong'ye'da'sha 荣山工业大厦
'rong'shu'wan'du'lun'ma'tou 榕树湾渡轮码头
'rong'shu'yuan 榕树园
'rong'yao'lou 荣瑶楼
'rong'ye'da'sha 荣业大厦
'ru'jian'hua'yuan 入建花园
'ru'jing'shi'wu'da'lou 入境事务大楼
'ru'xin'guang'chang 如心广场
'ru'xin'guang'chang'zong'zhan 如心广场总站
'ru'zhou'jie 汝州街
'ru'zhou'xi'jie 汝州西街
'rui'an'zhong'xin 瑞安中心
'rui'feng'hua'yuan 瑞峰花园
'rui'he'jie 瑞和街
'rui'shi'hua'yuan 瑞士花园
'rui'tian'lou 瑞田楼
'sa'fan'na'yi'shu'she'ji'xue'yuan 萨凡纳艺术设计学院
'sai'ma'hui'bi'xi'shan'zhuang 赛马会碧溪山庄
'sai'xi'hu'da'sha 赛西湖大厦
'sai'xi'hu'gong'yuan 赛西湖公园
'san'dong'wu'cun 三栋屋村
'san'du'keng 三渡坑
'san'hao'ma'tou 三号码头
'san'jia'cun 三家村
'san'jia'cun'bi'feng'tang 三家村避风塘
'san'jia'cun'ma'tou 三家村码头
'san'lian 三联
'san'men'zai 三门仔
'san'men'zai'yu'an'jie 三门仔渔安街
'san'sheng'cun 三圣邨
'san'sheng'zong'zhan 三圣总站
'san'shi'wan 散石湾
'san'shi'wan'cun 散石湾村
'san'shi'wan'zhong'lu 散石湾中芦
'san'ya'cun 三桠村
'san'yu'zhong'xue 三育中学
'san'yuan'jing'she 三缘精舍
'san'yue 三越
'sao'guan'hu 扫管笏
'sao'guan'hu'cun 扫管笏村
'sha'cun 厦村
'sha'cun'shi 厦村市
'sha'jiang'wei 沙江围
'sha'jiao'cun 沙角邨
'sha'jiao'wei 沙角尾
'sha'ju 沙咀
'sha'ju'dao 沙咀道
'sha'lan'lu 沙栏路
'sha'ling 沙岭
'sha'luo'wan'ma'tou 沙螺湾码头
'sha'pu 沙埔
'sha'pu'cun 沙埔村
'sha'pu'cun'ba'shi'zhan 沙埔村巴士站
'sha'pu'cun'kou 沙埔村口
'sha'pu'gang 沙埔岗
'sha'qiao 沙桥
'sha'tan'guang'chang 沙滩广场
'sha'tian 沙田
'sha'tian'ao'cun 沙田坳邨
'sha'tian'ao'dao 沙田坳道
'sha'tian'ao'dao'ding 沙田坳道顶
'sha'tian'ao'dao'qian 沙田坳道前
'sha'tian'da'hui'tang 沙田大会堂
'sha'tian'di'yi'cheng 沙田第一城
'sha'tian'di'yi'cheng'di 沙田第一城第
'sha'tian'di'yi'cheng'zong'zhan 沙田第一城总站
'sha'tian'gang'tie'zhan 沙田港铁站
'sha'tian'gong'ye'zhong'xin 沙田工业中心
'sha'tian'guang'chang 沙田广场
'sha'tian'hua'yuan 沙田花园
'sha'tian'huo'che'zhan 沙田火车站
'sha'tian'keng 沙田坑
'sha'tian'keng'cun 沙田坑村
'sha'tian'ling'lu 沙田岭路
'sha'tian'ma'chang 沙田马场
'sha'tian'ma'chang'ba'shi'zong'zhan 沙田马场巴士总站
'sha'tian'shan'zhuang 沙田山庄
'sha'tian'shang'ye'zhong'xin 沙田商业中心
'sha'tian'shi'zhong'xin 沙田市中心
'sha'tian'shi'zhong'xin'ba'shi'zong'zhan 沙田市中心巴士总站
'sha'tian'shi'zhong'xin'zong'zhan 沙田市中心总站
'sha'tian'tie'lu'zhan 沙田铁路站
'sha'tian'tou 沙田头
'sha'tian'wei 沙田围
'sha'tian'wei'ba'shi'zong'zhan 沙田围巴士总站
'sha'tian'wei'xin'cun 沙田围新村
'sha'tian'xue'yuan 沙田学院
'sha'tian'yi'yuan 沙田医院
'sha'tian'yu'min'xin'cun 沙田渔民新村
'sha'tian'zha'dian'shan'hua'yuan 沙田渣甸山花园
'sha'tian'zhan 沙田站
'sha'tian'zhong'xin 沙田中心
'sha'tou'ji'wei 沙头基围
'sha'tou'jiao'kou'an 沙头角口岸
'sha'tou'jiao'zhen'suo 沙头角诊所
'sha'tou'jiao'zong'zhan 沙头角总站
'sha'wan'jing 沙湾径
'sha'xuan'dao 沙宣道
'sha'xuan'dao'xiang'gang'da'xue'yi'xue'yuan 沙宣道香港大学医学院
'sha'zhou'li'cun 沙洲里村
'shan'bei'cun 山贝村
'shan'bei'he'pan 山贝河畔
'shan'bei'lu 山贝路
'shan'cui'yuan 山翠苑
'shan'cun'dao 山村道
'shan'dao 山道
'shan'ding 山顶
'shan'ding'dao 山顶道
'shan'ding'gong'yuan 山顶公园
'shan'ding'guang'chang 山顶广场
'shan'ding'jing'shu 山顶警署
'shan'ding'lan'che'zhan 山顶缆车站
'shan'ding'xiao'xue 山顶小学
'shan'dong'jie 山东街
'shan'gu'dao 山谷道
'shan'guang'dao 山光道
'shan'hai'ting 山海亭
'shan'hu'ge 珊瑚阁
'shan'jing'cun'jing'li'lou 山景邨景丽楼
'shan'jing'zong'zhan 山景总站
'shan'liao 山寮
'shan'shi'jie 山市街
'shan'shui'lou 山水楼
'shan'tang 山塘
'shan'tou'jie 汕头街
'shan'wei 山尾
'shan'wei'jie 山尾街
'shan'xia'cun 山下村
'shan'xia'lu 山下路
'shang'bi'yao'wan 上碧瑶湾
'shang'bi'yao'wan'tong'dao 上碧瑶湾通道
'shang'cun'fu 上村甫
'shang'cun'qiu'chang 上村球场
'shang'cun'xin'cun 上村新村
'shang'cun'zong'zhan 上村总站
'shang'de'cun 尚德邨
'shang'de'shang'chang 尚德商场
'shang'de'zong'zhan 尚德总站
'shang'di'gong'gong'jiao'tong'jiao'hui'chu 尚堤公共交通交汇处
'shang'di'jiao'tong'jiao'hui'chu 尚堤交通交汇处
'shang'hai'jie 上海街
'shang'hai'jie'miao'jie 上海街庙街
'shang'hu'ju 赏湖居
'shang'huan 上环
'shang'huan'ba'shi'zong'zhan 上环巴士总站
'shang'huan'jie'shi'zong'zhan 上环街市总站
'shang'huan'wen'yu'zhong'xin 上环文娱中心
'shang'kui'yong'guan'li'xiao'xue 上葵涌官立小学
'shang'kui'yong'guan'li'zhong'xue 上葵涌官立中学
'shang'lin 上林
'shang'ling'pi'lu'kou 上岭皮路口
'shang'qiao'feng 尚翘峰
'shang'run'zhong'xin 上润中心
'shang'shui 上水
'shang'shui'bao'shi'hu'lu 上水宝石湖路
'shang'shui'cai'hui'jie 上水彩晖街
'shang'shui'fu'xing'jie 上水符兴街
'shang'shui'guan'li'zhong'xue 上水官立中学
'shang'shui'guang'chang 上水广场
'shang'shui'huo'che'zhan 上水火车站
'shang'shui'qing'he'cun'zong'zhan 上水清河邨总站
'shang'shui'tie'lu'zhan 上水铁路站
'shang'shui'wei 上水围
'shang'shui'xiao'ba'zong'zhan 上水小巴总站
'shang'shui'xin'cheng'lu 上水新成路
'shang'shui'xuan'dao'xiao'xue 上水宣道小学
'shang'shui'zhan 上水站
'shang'shui'zong'zhan 上水总站
'shang'xiang'dao 上乡道
'shang'xin'wei 上新围
'shang'xiu'mao'ping 上秀茂坪
'shang'xiu'mao'ping'cun 上秀茂坪邨
'shang'xiu'mao'ping'zong'zhan 上秀茂坪总站
'shang'ya'li'bi'dao 上亚厘毕道
'shang'ya'li'hua'dao 上亚厘华道
'shang'yang 上洋
'shang'yao 上窰
'shang'ye'da'sha 商业大厦
'shang'ye'dian'tai 商业电台
'shang'ye'guang'chang 商业广场
'shang'ye'zhong'xin 商业中心
'shang'zhang'wei 上章围
'shang'zhi'lou 尚智楼
'shang'zhu'yuan'da'lu'kou 上竹园大路口
'shang'zhu'yuan'zhan 上竹园站
'shao'ji'wan 筲箕湾
'shao'ji'wan'ba'shi'zong'zhan 筲箕湾巴士总站
'shao'ji'wan'dao 筲箕湾道
'shao'ji'wan'dao'tian'yue'guang'chang 筲箕湾道天悦广场
'shao'ji'wan'dong'guan'li'zhong'xue 筲箕湾东官立中学
'shao'ji'wan'guan'li'xiao'xue 筲箕湾官立小学
'shao'ji'wan'guan'li'zhong'xue 筲箕湾官立中学
'shao'ji'wan'guan'li'zhong'xue 筲箕湾管立中学
'shao'ji'wan'guang'chang 筲箕湾广场
'shao'ji'wan'jie'shi 筲箕湾街市
'shao'ji'wan'tian'yue'guang'chang 筲箕湾天悦广场
'shao'ji'wan'zhan 筲箕湾站
'shao'ji'wan'zong'zhan 筲箕湾总站
'shao'rong'gang'tie 绍荣钢铁
'shao'shan'ge 韶山阁
'shao'shi'da'lou 邵氏大楼
'shao'yi'fu'lou 邵逸夫楼
'she'qu'da'lou 社区大楼
'she'shan'cun 社山村
'she'shan'lu'kou 社山路口
'she'xia 輋下
'shen'da'da'sha 申达大厦
'shen'jing'bi'di'ban'dao 深井碧堤半岛
'shen'jing'cun 深井村
'shen'jing'cun'pai'fang 深井村牌坊
'shen'jing'pai'fang 深井牌坊
'shen'jing'shen'ci'jie 深井深慈街
'shen'le'yuan'ma'tou 神乐院码头
'shen'qu'dao 深屈道
'shen'qu'dao'kou 深屈道口
'shen'sheng'lu 深盛路
'shen'shui'bu 深水埗
'shen'shui'bu'bai'shu'jie 深水埗柏树街
'shen'shui'bu'bai'yang'jie 深水埗白杨街
'shen'shui'bu'bei'he'jie 深水埗北河街
'shen'shui'bu'feng'shu'jie 深水埗枫树街
'shen'shui'bu'fu'hua'jie 深水埗福华街
'shen'shui'bu'fu'rong'jie 深水埗福荣街
'shen'shui'bu'gong'yuan 深水埗公园
'shen'shui'bu'guan'li'xiao'xue 深水埗官立小学
'shen'shui'bu'gui'lin'jie 深水埗桂林街
'shen'shui'bu'huang'zhu'jie 深水埗黄竹街
'shen'shui'bu'ji'long'jie 深水埗基隆街
'shen'shui'bu'jing'shu 深水埗警署
'shen'shui'bu'jiu'jiang'jie 深水埗九江街
'shen'shui'bu'nan'chang'cun 深水埗南昌邨
'shen'shui'bu'nan'chang'jie 深水埗南昌街
'shen'shui'bu'qin'zhou'jie 深水埗钦州街
'shen'shui'bu'yi'ju'jie 深水埗医局街
'shen'shui'bu'you'zheng'ju 深水埗邮政局
'shen'shui'bu'zhan 深水埗站
'shen'shui'wan 深水湾
'shen'shui'wan'dao 深水湾道
'shen'wan 深湾
'shen'wan'dao 深湾道
'shen'wan'xuan 深湾轩
'shen'wang'dao 深旺道
'shen'xue'yuan'shi'zi'pai'nai'chang 神学院十字牌奶厂
'shen'yong 深涌
'shen'yong'cun 深涌村
'shen'zhen'wan 深圳湾
'shen'zhen'wan'kou'an 深圳湾口岸
'sheng'an'dang'nv'shu'yuan 圣安当女书院
'sheng'an'de'lie'tang 圣安德烈堂
'sheng'an'duo'ni'xue'xiao 圣安多尼学校
'sheng'an'lou 盛安楼
'sheng'bao'lu'xue'xiao 圣保禄学校
'sheng'bao'lu'yi'yuan 圣保禄医院
'sheng'bao'luo'nan'nv'xiao 圣保罗男女校
'sheng'bi'de'tang 圣彼得堂
'sheng'bo'duo'lu'zhong'xue 圣伯多禄中学
'sheng'chan'li'da'lou 生产力大楼
'sheng'de'jie'zong'zhan 盛德街总站
'sheng'de'le'sa'yi'yuan 圣德勒撒医院
'sheng'de'lei'sa'tang 圣德肋撒堂
'sheng'de'lei'sa'yi'yuan 圣德肋撒医院
'sheng'di'ya'ge 圣地牙哥
'sheng'fang'jie 盛芳街
'sheng'feng'sheng'xi 盛丰盛喜
'sheng'gong'hui'ci'guang'tang 圣公会慈光堂
'sheng'gong'hui'ji'ai'xiao'xue 圣公会基爱小学
'sheng'gong'hui'ji'xiao'zhong'xue 圣公会基孝中学
'sheng'gong'hui'sheng'xi'men'lv'ming'cai'zhong'xue 圣公会圣西门吕明才中学
'sheng'guang'tang 圣光堂
'sheng'guo'lou 盛国楼
'sheng'guo'lou'lu'kou 盛国楼路口
'sheng'he'lou 盛和楼
'sheng'jia'le'nv'xiao 圣嘉勒女校
'sheng'jia'lou 盛家楼
'sheng'kou'zhan 牲口站
'sheng'le'lou 盛乐楼
'sheng'li'dao 胜利道
'sheng'li'gong'chang'da'sha 胜利工厂大厦
'sheng'li'gong'ye'da'sha 胜利工业大厦
'sheng'luo'sa'shu'yuan 圣罗撒书院
'sheng'ming'tang 生命堂
'sheng'mu'ling'bao'tang 圣母领报堂
'sheng'mu'tang 圣母堂
'sheng'mu'yi'yuan 圣母医院
'sheng'ping'cun 昇平村
'sheng'ping'lou 昇平楼
'sheng'ruo'se 圣若瑟
'sheng'ruo'se'an'lao'yuan 圣若瑟安老院
'sheng'ruo'se'shu'yuan 圣若瑟书院
'sheng'ruo'se'xiao'xue 圣若瑟小学
'sheng'san'yi'tang'zhong'xue 圣三一堂中学
'sheng'shen'xiu'yuan 圣神修院
'sheng'shi'ti'fan'nv'zi'zhong'xue 圣士提反女子中学
'sheng'shi'ti'fan'shu'yuan 圣士提反书院
'sheng'shi'ti'fan'shu'yuan'fu'shu'xiao'xue 圣士提反书院附属小学
'sheng'shi'ti'fan'tang'zhong'xue 圣士提反堂中学
'sheng'shi'zi'jing 圣十字径
'sheng'tai'dao 盛泰道
'sheng'wu'cun 盛屋村
'sheng'xin 圣心
'sheng'xin'zhong'xue 圣心中学
'sheng'yuan 盛苑
'sheng'yue'han'da'jiao'tang 圣约翰大教堂
'sheng'yue'han'jiu'shang'dui 圣约翰救伤队
'sheng'yue'han'zuo'tang 圣约翰座堂
'sheng'yun'xian'tian'zhu'tang 圣云仙天主堂
'sheng'zuo'zhi'da'sha 圣佐治大厦
'shi'ao 石澳
'shi'ao'dao 石澳道
'shi'ao'jing'shu 石澳警署
'shi'ba'xiang'lu 十八乡路
'shi'ba'xiang'xiao'xue 十八乡小学
'shi'bi'ao'yin'shui'dao'tong'dao 石壁坳引水道通道
'shi'bi'jing'gang 石壁警岗
'shi'bu'cun 石埗村
'shi'bu'cun 石步村
'shi'bu'lu 石埗路
'shi'chuang'zhong'xin 始创中心
'shi'dai'guang'chang 时代广场
'shi'de'fu 仕德福
'shi'de'fu'shan'jing 仕德福山景
'shi'di'gong'yuan 湿地公园
'shi'di'gong'yuan'zhan 湿地公园站
'shi'duo 士多
'shi'feng 时峰
'shi'fu 施福
'shi'gang 石岗
'shi'gang'cai'zhan 石岗菜站
'shi'gang'cun 石岗村
'shi'gang'jun'ying 石岗军营
'shi'gu'zhou 石鼓洲
'shi'hu'tang 石湖塘
'shi'hu'tang'cai'zhan 石湖塘菜站
'shi'hu'wei 石湖围
'shi'hu'xin'cun 石湖新村
'shi'hu'xu'you'zheng'ju 石湖墟邮政局
'shi'hua 石华
'shi'hui'wen'zhong'xue 释慧文中学
'shi'ji'da'sha 世纪大厦
'shi'ji'guang'chang 世纪广场
'shi'ji'jiu'lou 世纪酒楼
'shi'jia 石佳
'shi'jiao'lu 石角路
'shi'jie'hua'yuan 世界花园
'shi'jie'shang'ye'zhong'xin 世界商业中心
'shi'jing'gong'yuan 石景公园
'shi'ju'lou 石菊楼
'shi'jue'yi'shu'zhong'xin 视觉艺术中心
'shi'kuang'chang 石矿场
'shi'kui'lou 石葵楼
'shi'li 石梨
'shi'li 石篱
'shi'li'bei'shui'tang 石梨贝水塘
'shi'li'cun 石梨邨
'shi'li'cun'shi'an'lou 石篱邨石安楼
'shi'li'cun'shi'jia'lou 石篱邨石佳楼
'shi'li'cun'shi'jun'lou 石篱邨石俊楼
'shi'li'cun'shi'xiang'lou 石篱邨石祥楼
'shi'li'dong 石篱东
'shi'li'jie'shi 石篱街市
'shi'li'keng'cun 石梨坑邨
'shi'li'shang'chang 石篱商场
'shi'lian'lou 石莲楼
'shi'long'jie 石龙街
'shi'mei'fei'lu 士美菲路
'shi'mei'fei'lu 士美非路
'shi'mei'fei'lu'shi'zheng'da'sha 士美菲路市政大厦
'shi'men 石门
'shi'men'gong'ye'qu 石门工业区
'shi'men'jia 石门甲
'shi'men'jia'ba'shi'zhan 石门甲巴士站
'shi'men'zhan 石门站
'shi'nan 始南
'shi'nei'ti'yu'guan 室内体育馆
'shi'nei'ti'yuan'guan 室内体院馆
'shi'nei'yun'dong'chang 室内运动场
'shi'pai'jie'jia'cui'yuan 石排街嘉翠园
'shi'pai'jie'shi'an'lou 石排街石安楼
'shi'pai'tie'lu'zhan 石排铁路站
'shi'pai'tou 石排头
'shi'pai'tou'jie 石排头街
'shi'pai'tou'lu 石排头路
'shi'pai'wan 石排湾
'shi'pai'wan'cun 石排湾邨
'shi'pai'wan'dao 石排湾道
'shi'qiao'tou 石桥头
'shi'qiao'tou'cun 石桥头村
'shi'san'tou'jiao 石散头角
'shi'shang'fang 时尚坊
'shi'tang'jie 石塘街
'shi'tang'jie'rong'guang'jie 石塘街荣光街
'shi'tang'ju 石塘咀
'shi'tang'ju'shi'zheng'da'sha 石塘咀市政大厦
'shi'tou'jie 石头街
'shi'wei'jiao 石围角
'shi'wei'jiao'ba'shi'zong'zhan 石围角巴士总站
'shi'wei'jiao'cun 石围角邨
'shi'wei'jiao'cun'shi'he'lou 石围角邨石荷楼
'shi'wei'jiao'cun'shi'ju'lou 石围角邨石菊楼
'shi'wei'jiao'cun'shi'kui'lou 石围角邨石葵楼
'shi'wei'jiao'cun'shi'lian'lou 石围角邨石莲楼
'shi'wei'jiao'xin'cun 石围角新村
'shi'wei'xian 食为先
'shi'wei'xian 食爲先
'shi'wu'huan'jing'wei'sheng'shu 食物环境卫生署
'shi'xia'wei 石硖尾
'shi'xia'wei'bai'tian'cun'zong'zhan 石硖尾白田邨总站
'shi'xia'wei'cun 石硖尾邨
'shi'xia'wei'cun'di 石硖尾邨第
'shi'xia'wei'di'tie'zhan 石硖尾地铁站
'shi'xia'wei'gong'yuan 石硖尾公园
'shi'xia'wei'jie 石硖尾街
'shi'xia'wei'jie'shi 石硖尾街市
'shi'xia'wei'jie'shi'zong'zhan 石硖尾街市总站
'shi'xia'wei'jie'xiu'qi'hua'yuan 石硖尾街休憩花园
'shi'xia'wei'jing'shu 石硖尾警署
'shi'xia'wei'shang'chang 石硖尾商场
'shi'xia'wei'tie'lu'zhan 石硖尾铁路站
'shi'xia'wei'xiao'fang'ju 石硖尾消防局
'shi'xia'wei'zhan 石硖尾站
'shi'yi'lou 石怡楼
'shi'yin'cun 石荫邨
'shi'yin'dong'cun 石荫东邨
'shi'yin'jie'shi'zong'zhan 石荫街市总站
'shi'yin'li'mu'dao'gong'yuan 石荫梨木道公园
'shi'yin'shang'chang 石荫商场
'shi'zhao'yu'dao 史钊域道
'shi'zheng'da'sha 市政大厦
'shi'zi'shan'sui'dao 狮子山隧道
'shi'zi'shi'dao 狮子石道
'shi'zi'shi'dao'lu'kou 狮子石道路口
'shi'zi'ting 狮子亭
'shou'fu'jie 寿富街
'shu'cai'tong'ying'chu 蔬菜统营处
'shu'ju'jie 书局街
'shu'ma'cheng 数码城
'shu'ma'gang 数码港
'shu'ma'gang'dao 数码港道
'shu'ma'gang'san'zuo 数码港三座
'shu'ma'guang'chang 数码广场
'shu'ren'da'xue 树仁大学
'shu'shi'ba'li'dao 梳士巴利道
'shu'yuan'dao 书院道
'shuang'xian'wan 双仙湾
'shui'bian'cun 水边村
'shui'bian'wei'cun 水边围邨
'shui'bian'wei'cun'kang'shui'lou 水边围邨康水楼
'shui'che'wu 水车屋
'shui'jian'shi 水涧石
'shui'jiao'xin'cun 水蕉新村
'shui'jie 水街
'shui'jing'hua'yuan 水景花园
'shui'jing'zong'bu 水警总部
'shui'kou'cun 水口村
'shui'kou'cun'dong'zhan 水口村东站
'shui'kou'cun'gong'suo 水口村公所
'shui'kou'shang'heng'long 水口上横垄
'shui'kou'si'yan'ma 水口四眼马
'shui'kou'xia'heng'long 水口下横垄
'shui'kou'zhi'sheng'ji'chang 水口直升机场
'shui'lang'wo 水浪窝
'shui'liu'tian 水流田
'shui'shang'huo'dong'zhong'xin 水上活动中心
'shui'tou'cun 水头村
'shui'wei 水围
'shui'wei'cun 水尾村
'shui'wo 水窝
'shui'wo'lu'kou 水窝路口
'shui'wu'da'lou 税务大楼
'shui'wu'ju 税务局
'shui'wu'shu 水务署
'shui'zhan'tian 水盏田
'shun'an 顺安
'shun'an'cun 顺安邨
'shun'an'cun'an'yi'lou 顺安村安逸楼
'shun'an'cun'an'yi'lou 顺安邨安逸楼
'shun'an'cun'li'ye'lou 顺安邨利业楼
'shun'li 顺利
'shun'li'cun 顺利邨
'shun'li'cun'ba'shi'zhan 顺利邨巴士站
'shun'li'cun'gong'yuan 顺利邨公园
'shun'li'cun'li'heng'lou 顺利邨利恒楼
'shun'li'cun'li'kang'lou 顺利邨利康楼
'shun'li'cun'li'ming'lou 顺利邨利明楼
'shun'li'cun'ti'yu'guan 顺利邨体育馆
'shun'li'ji'lv'bu'dui'su'she 顺利纪律部队宿舍
'shun'li'xiao'fang'ju 顺利消防局
'shun'li'zong'zhan 顺利总站
'shun'ning'dao 顺宁道
'shun'ning'dao'kou 顺宁道口
'shun'tai'dao 顺泰道
'shun'tian 顺天
'shun'tian'cun 顺天邨
'shun'tian'cun'dui'mian'gong'yuan'zai 顺天邨对面公园仔
'shun'tian'cun'tian'yun'lou 顺天邨天韵楼
'shun'tian'zong'zhan 顺天总站
'shun'xin'hua'yuan 顺欣花园
'shuo'men'cun 硕门邨
'si'chuan'lou 四川楼
'si'hao'ma'tou 四号码头
'si'hao'ting'che'chang 四号停车场
'si'ji'hao'yuan 四季豪园
'si'ji'jiu'dian 四季酒店
'si'mei'jie 四美街
'si'mian'fo 四面佛
'si'tu'ba'dao 司徒拔道
'song'an'ba'shi'zong'zhan 颂安巴士总站
'song'an'cun 颂安邨
'song'bai'lang 松柏朗
'song'bai'xin'cun 松柏新邨
'song'ban'wu 松板屋
'song'feng'yuan 松风园
'song'fu'zhan 颂富站
'song'gang 宋岗
'song'huang'tai'dao 宋皇台道
'song'huang'tai'gong'yuan 宋皇台公园
'song'hui'jie'lu'kou 松慧街路口
'song'ling'lu 松岭路
'song'ming'lou 颂明楼
'song'ming'yuan 颂明苑
'song'ren'lu 松仁路
'song'shan'ju 松山居
'song'shu'jie 松树街
'song'tao'ge 松涛阁
'song'tou'xia'lu 松头下路
