'ai'er'bu'lang'ji 埃尔布朗基
'pian'zhang'fen'xi 篇章分析
'pian'zhang'gui'hua 篇章规划
'pian'zhang'li'jie 篇章理解
'pian'zhang'sheng'cheng 篇章生成
'pian'zhang'yu'yan'xue 篇章语言学
'pian'zheng'jie'gou 偏正结构
'pian'zhen'yan'jing 偏振眼镜
'pian'zhuan 偏转
'pian'zhuan'xian'quan 偏转线圈
'piao'yi'shi'xiao 漂移失效
'piao'yi'wu'cha'bu'chang 漂移误差补偿
'pi'chu'li 批处理
'pi'chu'li'cao'zuo'xi'tong 批处理操作系统
'pi'chu'li'wen'jian 批处理文件
'pi'chu'li'xi'tong 批处理系统
'pi'fu'guan'li'qi 皮肤管理器
'pi'kong'zhi 批控制
'pi'liang'cao'zuo 批量操作
'pi'liang'kong'zhi 批量控制
'pi'mo'shi 批模式
'pin'dao'fu'wu'dan'yuan 频道服务单元
'pin'fan'fen'pei'shi'fang'zi'yuan 频繁分配释放资源
'pin'fen'fu'yong 频分复用
'ping'an'ri 平安日
'ping'an'ye 平安夜
'ping'ban'hui'tu'ji 平板绘图机
'ping'ban'sao'miao'yi 平板扫描仪
'ping'ban'xian'shi'qi 平板显示器
'ping'bao'cha'sha 屏保查杀
'ping'bao'wen'jian 屏保文件
'ping'bi 屏蔽
'ping'bi'ji'cun'qi 屏蔽寄存器
'ping'bi'she'bei 屏蔽设备
'ping'bi'shuang'jiao'xian 屏蔽双绞线
'ping'bi'xiang'liang 屏蔽向量
'ping'bi'zi'wang 屏蔽子网
'ping'ce'gui'ze 评测规则
'ping'fang'fei'sheng'yu 平方非剩余
'ping'fang'sheng'yu 平方剩余
'ping'fan'han'shu'yi'lai 平凡函数依赖
'ping'gu 评估
'ping'gu'dui'xiang 评估对象
'ping'heng'gui'bing'pai'xu 平衡归并排序
'ping'heng'shu 平衡树
'ping'heng'xing'lian'lu'jie'ru'gui'cheng 平衡型链路接入规程
'ping'heng'yu'liao'ku 平衡语料库
'ping'hua 平滑
'ping'hua'cheng'du 平滑程度
'ping'jia 评价
'ping'jia'han'shu 评价函数
'ping'jing 瓶径
'ping'ju 平局
'ping'jun'cun'qu'shi'jian 平均存取时间
'ping'jun'deng'dai'shi'jian 平均等待时间
'ping'jun'fang'wen'shi'jian 平均访问时间
'ping'jun'gui'yue 平均归约
'ping'jun'shi'xiao'jian'ge'shi'jian 平均失效间隔时间
'ping'jun'wei'beng'kui'shi'jian 平均未崩溃时间
'ping'jun'wu'gu'zhang'shi'jian 平均无故障时间
'ping'jun'xing'tai'fen'xi 平均性态分析
'ping'jun'xiu'fu'shi'jian 平均修复时间
'ping'jun'xun'dao'shi'jian 平均寻道时间
'ping'jun'zhi'ling'zhou'qi'shu 平均指令周期数
'ping'mian 平面
'ping'mian'ba'wei 平面八位
'ping'mian'dian'ji 平面点集
'ping'mian'di'zhi'kong'jian 平面地址空间
'ping'mian'wen'jian 平面文件
'ping'mian'wen'jian'xi'tong 平面文件系统
'ping'mian'xiang'liang'chang 平面向量场
'ping'mian'xing 平面性
'ping'min 平民
'ping'mu 屏幕
'ping'mu'gong'xiang 屏幕共享
'ping'mu'jie'tu 屏幕截图
'ping'mu'xian'shi 屏幕显示
'ping'mu'xian'shi'zi'xing 屏幕显示字形
'ping'mu'zuo'biao 屏幕坐标
'ping'pang'guo'cheng 乒乓过程
'ping'pang'mo'shi 乒乓模式
'ping'shen 评审
'ping'tai 平台
'ping'tai'diao'yong 平台调用
'ping'xian'ming'cheng 屏显名称
'ping'xing'fen'bu'chu'li 平行分布处理
'ping'xing'shu'juan'ji'fa 平行束卷积法
'ping'xing'tou'ying 平行投影
'ping'xing'yu'liao'ku 平行语料库
'ping'yi'bian'huan 平移变换
'ping'zheng 凭证
'ping'zheng'tu'xiang 平整图像
'pin'jie 拼接
'pin'kuan 频宽
'pin'lv 频率
'pin'yin'bian'ma 拼音编码
'pin'yu 频域
'pin'zhi'shu'xing 品质属性
'pi'pei'lv'bo 匹配滤波
'pi'pei'shai'xuan'qi 匹配筛选器
'pi'pei'suan'fa 匹配算法
'pi'pei'wu'cha 匹配误差
'pi'zuo'ye 批作业
'po'bing'bing'du 破冰病毒
'po'huai 破坏
'po'jie 破解
'po'jie'mi'ma 破解密码
'po'yi'zhe 破译者
'pu'bian'can'yu 普遍参与
'pu'bian'li'shi 普遍例式
'pu'bian'xing'yu'fa 普遍性语法
'pu'bu'mo'xing 瀑布模型
'pu'fen'xi 谱分析
'pu'lei'si'bo 普雷斯波
'pu'tong'hua 普通话
'pu'tong'kai'fang'ruan'jian'huan'jing 普通开放软件环境
'pu'tong'wen'jian'chuan'song'xie'yi 普通文件传送协议
'pu'tong'yu'yan'xue 普通语言学
'qia'dang'fu'gai'wen'ti 恰当覆盖问题
'qian'bi'kuan'du 铅笔宽度
'qian'duan'chu'li'qi 前端处理器
'qian'fu'shi'jian 潜伏时间
'qiang'bao 强保
'qiang'du'xue'ruo 强度削弱
'qiang'jian'xing 强健性
'qiang'jian'xing'chu'li 强健性处理
'qiang'kou'ling 强口令
'qiang'lei'xing 强类型
'qiang'lian'tong'fen'zhi 强连通分支
'qiang'lian'tong'tu 强连通图
'qiang'lian'tong'wen'ti 强连通问题
'qiang'li'bao'po 强力爆破
'qiang'li'bao'po'gong'ji 强力爆破攻击
'qiang'li'jie'mi 强力解密
'qiang'mi'ma 强密码
'qiang'ming'cheng 强名称
'qiang'po'ying'dui'gong'neng 强迫应对功能
'qiang'xian 抢先
'qiang'xian'diao'du 抢先调度
'qiang'xian'duo'ren'wu'chu'li 抢先多任务处理
'qiang'xing'liao'tian'bei'xuan'ze 强行聊天被选择
'qiang'xing'xian'shi 强行显示
'qiang'yi'zhi'xing 强一致性
'qiang'zhi'an'zhuang 强制安装
'qiang'zhi'bao'hu 强制保护
'qiang'zhi'dui'liu 强制对流
'qiang'zhi'fang'wen'kong'zhi 强制访问控制
'qiang'zhi'hou'tai'da'kai 强制后台打开
'qiang'zhi'lei'xing'zhuan'huan 强制类型转换
'qiang'zhi'leng'que 强制冷却
'qiang'zhi'qi'leng 强制气冷
'qiang'zhi'xie'zai 强制卸载
'qiang'zhi'zhuan'huan 强制转换
'qian'ji 前集
'qian'jing'se 前景色
'qian'jing'se'bi'li 前景色比例
'qian'kao'bei 浅拷贝
'qian'ke'long 浅克隆
'qian'kui'kong'zhi 前馈控制
'qian'long'xin'wen 千龙新闻
'qian'ming 签名
'qian'ming'mo'shi 签名模式
'qian'ming'suan'fa 签名算法
'qian'ming'wen'jian 签名文件
'qian'ming'yan'zheng 签名验证
'qian'qian'jing'ting 千千静听
'qian'qu'zhan 前驱站
'qian'ru'ci'fu 嵌入伺服
'qian'ru'shi 嵌入式
'qian'ru'shi'ji'suan'ji 嵌入式计算机
'qian'ru'shi'kong'zhi'qi 嵌入式控制器
'qian'ru'shi'ruan'jian 嵌入式软件
'qian'ru'shi'tong'xin'chu'li'qi 嵌入式通信处理器
'qian'ru'shi'ying'yong 嵌入式应用
'qian'ru'shi'yu'yan 嵌入式语言
'qian'ru'shui'yin 嵌入水印
'qian'ru'xing'bing'du 嵌入型病毒
'qian'ru'zi'yuan 嵌入资源
'qian'she'yin 前舌音
'qian'shu'fan'shi 前束范式
'qian'shui 潜水
'qian'tai 前台
'qian'tai'cao'zuo'fang'shi 前台操作方式
'qian'tai'chu'qi'cheng'xu 前台初启程序
'qian'tai'diao'du'cheng'xu 前台调度程序
'qian'tai'fen'qu 前台分区
'qian'tai'fen'ye 前台分页
'qian'tai'jian'kong 前台监控
'qian'tai'jian'kong'cheng'xu 前台监控程序
'qian'tai'jin'cheng 前台进程
'qian'tai'qu 前台区
'qian'tai'ren'wu 前台任务
'qian'tai'zuo'ye 前台作业
'qian'tao 嵌套
'qian'tao'lei'xing 嵌套类型
'qian'tao'shi'wu 嵌套事务
'qian'tao'xun'huan 嵌套循环
'qian'tao'xun'huan'fa 嵌套循环法
'qian'tao'zhong'duan 嵌套中断
'qian'ti 前提
'qian'tong'bu'ma 前同步码
'qian'tong'bu'xin'hao 前同步信号
'qian'xiang 前像
'qian'xiang'chuan'rao 前向串扰
'qian'xiang'xian'shi'yong'se'zhi'shi 前向显式拥塞指示
'qian'xi'nian'shu'zi'ban'quan'fa 千禧年数字版权法
'qian'xi'nian'wei'ji 千禧年危机
'qian'xu 前序
'qian'yan 前沿
'qian'yi'kai'xiao 迁移开销
'qian'yin'shi'shu'zhi'qi 牵引式输纸器
'qian'zai'liu'lan'qi 潜在浏览器
'qian'zhao'wang'ka 千兆网卡
'qian'zhao'zhou 千兆周
'qian'zhi'tiao'jian 前置条件
'qian'zhi'xiu'shi 前置修饰
'qian'zhui 前缀
'qian'zhui'xing'zhi 前缀性质
'qian'zi'zhi'liang 铅字质量
'qiao'jie 桥接
'qiao'jie'gu'zhang 桥接故障
'qiao'jie'jie'dian 桥接结点
'qiao'jie'qi 桥接器
'qiao'lu'you'qi 桥路由器
'qiao'mu'si'ji'ceng'ci'jie'gou 乔姆斯基层次结构
'qiao'mu'si'ji'fan'shi 乔姆斯基范式
'qiao'mu'si'ji'pu'xi 乔姆斯基谱系
'qiao'zha'zhe'mu'ma 敲诈者木马
'qi'ci'zuo'biao'xi 齐次坐标系
'qi'dong 启动
'qi'dong'chuang'kou'chuang'jian'wan'bi 启动窗口创建完毕
'qi'dong'shi'da'kai 启动时打开
'qi'dong'shi'jian 启动事件
'qi'dong'shi'wu 启动事务
'qi'dong'shu'ru'shu'chu 启动输入输出
'qi'dong'shu'ru'shu'chu'zhi'ling 启动输入输出指令
'qi'dong'zi'cheng'xu 启动子程序
'qie'ci 切词
'qie'duan'suan'zi 切断算子
'qie'huan'biao'qian 切换标签
'qie'huan'yong'hu'zhang'hao 切换用户账号
'qie'qu'cheng'xu 窃取程序
'qie'qu'xin'dao'xin'xi 窃取信道信息
'qie'si'te 切斯特
'qie'ting 窃听
'qi'fa'sha'du 启发杀毒
'qi'fa'shi'cheng'xu 启发式程序
'qi'fa'shi'fang'fa 启发式方法
'qi'fa'shi'gui'ze 启发式规则
'qi'fa'shi'han'shu 启发式函数
'qi'fa'shi'ji'shu 启发式技术
'qi'fa'shi'sou'suo 启发式搜索
'qi'fa'shi'suan'fa 启发式算法
'qi'fa'shi'tui'li 启发式推理
'qi'fa'shi'xin'xi 启发式信息
'qi'fa'shi'zhi'shi 启发式知识
'qi'jian 器件
'qi'jian'yan 奇检验
'qi'leng 气冷
'qing'bao'jian'suo'yu'yan 情报检索语言
'qing'bao'ke'xue 情报科学
'qing'chu 清除
'qing'chu'can'kao'xian 清除参考线
'qing'chu'hu'lue'lie'biao 清除忽略列表
'qing'chu'jian'ji'ban 清除剪辑板
'qing'chu'li'shi'ji'lu 清除历史记录
'qing'chu'nei'cun'shu'ju 清除内存数据
'qing'chu'qie'pian 清除切片
'qing'chu'qing'qiu 清除请求
'qing'chu'shu'zu 清除数组
'qing'chu'tu'biao 清除图标
'qing'gan'fu'hao 情感符号
'qing'gan'jian'mo 情感建模
'qing'hua'da'xue 清华大学
'qing'hua'da'xue'chu'ban'she 清华大学出版社
'qing'hua'da'xue'ruan'jian'xue'yuan 清华大学软件学院
'qing'jie'pan 清洁盘
'qing'jie'ruan'pan 清洁软盘
'qing'jie'xing'ji'yi 情节性记忆
'qing'jing'ji'yi 情景记忆
'qing'jing'lei'xing 情境类型
'qing'jing'xing'dong'xi'tong 情景行动系统
'qing'jing'yan'suan 情景演算
'qing'jing'yu'yi'xue 情境语意学
'qing'jing'zhu'ti 情景主体
'qing'jing'zi'dong'ji 情景自动机
'qing'kong'nei'cun 清空内存
'qing'kuang 情况
'qing'kuang'yu'ju 情况语句
'qing'liang'ji'mu'lu'fang'wen'xie'yi 轻量级目录访问协议
'qing'qiu 请求
'qing'qiu'can'shu'biao 请求参数表
'qing'qiu'chu'li 请求处理
'qing'qiu'fen'shi'chu'li 请求分时处理
'qing'qiu'fen'ye 请求分页
'qing'qiu'ping'lun 请求评论
'qing'qiu'wo'shou'yan'zheng'xie'yi 请求握手验证协议
'qing'song'qi'che'heng'cheng'zhong'guan'li'ruan'jian 青松汽车衡称重管理软件
'qing'tai'gong'li 情态公理
'qing'tai'ji 情态集
'qing'tai'luo'ji 情态逻辑
'qing'xi 清晰
'qing'xi'du 清晰度
'qing'xi'xing 清晰性
'qin'ru 侵入
'qin'ru'fang'yu 侵入防御
'qin'ru'fang'yu'xi'tong 侵入防御系统
'qin'ru'jian'cha 侵入检查
'qin'ru'jian'cha'xi'tong 侵入检查系统
'qiong'ju'ce'shi 穷举测试
'qiong'ju'gong'ji 穷举攻击
'qiong'ju'sou'suo 穷举搜索
'qi'pian 欺骗
'qi'pu'fu'ding'lv 齐普夫定律
'qi'shi'ding'jie'fu 起始定界符
'qi'shi'du'qu'wei'zhi 起始读取位置
'qi'shi'jian'ge'ji'he 起始间隔集合
'qi'shi'mu'lu 起始目录
'qi'shi'xie'chu'wei'zhi 起始写出位置
'qi'shi'xin'hao 起始信号
'qi'shi'ye 起始页
'qiu'ci'fang 求次方
'qiu'hua'mo'shi'xuan'xiang 球化模式选项
'qiu'jie'chu'deng'han'shu 求解初等函数
'qiu'jie'lu'jing'xue'xi 求解路径学习
'qiu'mian'hua 球面化
'qiu'qi'lun'ti 丘奇论题
'qiu'yu'xian 求余弦
'qiu'zheng'qie 求正切
'qiu'zhen'lie'feng'zhuang 球阵列封装
'qiu'zi'ran'dui'shu 求自然对数
'qi'wang 期望
'qi'wang'qu'dong'xing'tui'li 期望驱动型推理
'qi'wang'su'lv'yin'zi 期望速率因子
'qi'ye 企业
'qi'ye'ban 企业版
'qi'ye'dui'ke'hu 企业对客户
'qi'ye'dui'qi'ye 企业对企业
'qi'ye'dui'zheng'fu 企业对政府
'qi'ye'guan'li'qi 企业管理器
'qi'ye'guo'cheng'jian'mo 企业过程建模
'qi'ye'guo'cheng'zai'gong'cheng 企业过程再工程
'qi'ye'jian'de'ji'suan 企业间的计算
'qi'ye'ji'shu'ju'ku 企业级数据库
'qi'ye'mo'xing 企业模型
'qi'ye'nei'bu'wang 企业内部网
'qi'ye'wang 企业网
'qi'ye'xi'tong'gui'hua 企业系统规划
'qi'ye'zi'yuan'gui'hua 企业资源规划
'qi'yi 歧义
'qi'yi'xi 奇异系
'qi'yi'xiao'jie 歧义消解
'qi'yong 启用
'qi'yong'chao'ji'tuo'fang 启用超级拖放
'qi'yong'shi'liang'zhe'zhao 启用矢量遮罩
'qi'yong'shu'biao'shou'shi 启用鼠标手势
'qi'yong'tu'ceng'meng'ban 启用图层蒙板
'qi'yong'wen'ben'guo'lv 启用文本过滤
'qi'zha 欺诈
'qi'zhi'shi'chuan'shu 起止式传输
'quan'bian'yi 全编译
'quan'biao 权标
'quan'biao'chi'you'zhan 权标持有站
'quan'biao'chuan'di 权标传递
'quan'biao'chuan'di'xie'yi 权标传递协议
'quan'biao'huan'wang 权标环网
'quan'biao'lun'zhuan'shi'jian 权标轮转时间
'quan'biao'zong'xian'wang 权标总线网
'quan'bu'jie'suo 全部解锁
'quan'bu'shua'xin 全部刷新
'quan'bu'ye'mian'jie'tu 全部页面截图
'quan'cheng'fan'yu'ci 全称范域词
'quan'cheng'liang'ci 全称量词
'quan'cheng'yu'ming 全称域名
'quan'chen'jin'shi'xu'ni'xian'shi 全沉浸式虚拟现实
'quan'dong'gan'shi'pin 全动感视频
'quan'gan'rao 全干扰
'quan'gao'su'huan'cun'cun'qu 全高速缓存存取
'quan'han'shu 权函数
'quan'heng 权衡
'quan'huan'tan'ce'bao 全环探测包
'quan'hun'xi 全混洗
'quan'jian'qi 全减器
'quan'jia'qi 全加器
'quan'ju'bian'liang 全局变量
'quan'ju'cha'xun 全局查询
'quan'ju'cha'xun'you'hua 全局查询优化
'quan'ju'cun'chu'qi 全局存储器
'quan'ju'gong'xiang'zi'yuan 全局共享资源
'quan'ju'guan'li 全局管理
'quan'ju'gu'zhang 全局故障
'quan'ju'she'zhi 全局设置
'quan'ju'shi'wu 全局事务
'quan'ju'si'suo 全局死锁
'quan'ju'sou'suo 全局搜索
'quan'ju'ying'yong 全局应用
'quan'ju'yi'zhi'xing'cun'chu'qi 全局一致性存储器
'quan'ju'you'hua 全局优化
'quan'ju'zhang'hao 全局帐号
'quan'ju'zhi'shi 全局知识
'quan'ju'zu 全局组
'quan'lian'jie'wang 全连接网
'quan'mian'fang'hu 全面防护
'quan'mian'zhi'liang'guan'li 全面质量管理
'quan'ming 全名
'quan'min'gong'tou 全民公投
'quan'ping'jie'tu 全屏截图
'quan'ping'mu 全屏幕
'quan'qiu'ding'wei'xi'tong 全球定位系统
'quan'qiu'di'zhi 全球地址
'quan'qiu'di'zhi'guan'li 全球地址管理
'quan'qiu'jian'die'wang 全球间谍网
'quan'qiu'xin'xi'ji'chu'she'shi 全球信息基础设施
'quan'shi'xing'yu'yi'xue 诠释性语意学
'quan'shuang'gong'chuan'shu 全双工传输
'quan'wen'jian'suo 全文检索
'quan'wen'suo'yin 全文索引
'quan'xi 全息
'quan'xian 权限
'quan'xian'ding'yu'ming 全限定域名
'quan'xian'dui'xiang 权限对象
'quan'xiang 劝降
'quan'xiang'lian'gao'su'huan'cun 全相联高速缓存
'quan'xiang'lian'ying'she 全相联映射
'quan'xian'ti'sheng 权限提升
'quan'xi'cun'chu'qi 全息存储器
'quan'xi'tu 全息图
'quan'yi'zhuang'tai 权宜状态
'quan'zheng 权证
'quan'zi'jian'cha'dian'lu 全自检查电路
'qu'bei'jing'se 取背景色
'qu'bian'ju 取边距
'qu'bian'ti'xing 取变体型
'qu'biao'ji'zu'jian 取标记组件
'qu'biao'tou'hang'shu 取表头行数
'qu'biao'tou'lie'shu 取表头列数
'qu'che'fa'song'la'ji'you'jian 驱车发送垃圾邮件
'qu'che'po'jie 驱车破解
'qu'chong 去重
'qu'chong'fu'wen'ben 取重复文本
'qu'chong'fu'zi'jie'ji 取重复字节集
'qu'chuang'jian'shi'jian 取创建时间
'qu'chuang'kou'ju'bing 取窗口句柄
'qu'ci'pan'juan'biao 取磁盘卷标
'qu'ci'pan'sheng'yu'kong'jian 取磁盘剩余空间
'qu'ci'pan'zong'kong'jian 取磁盘总空间
'qu'cuo'wu 取错误
'qu'cuo'wu'ma 取错误码
'qu'cuo'wu'xin'xi 取错误信息
'qu'dai'ma 取代码
'qu'dang'qian'ku 取当前库
'qu'dang'qian'mu'lu 取当前目录
'qu'dang'qian'suo'yin 取当前索引
'qu'da'yin'ye'gao 取打印页高
'qu'da'yin'ye'kuan 取打印页宽
'qu'di'zhi'cao'zuo'fu 取地址操作符
'qu'dong'an'quan 驱动安全
'qu'dong'cheng'xu 驱动程序
'qu'dong'dian'liu 驱动电流
'qu'dong'fa 驱动法
'qu'dong'mai'chong 驱动脉冲
'qu'dong'men 驱动门
'qu'dong'mo'ni 驱动模拟
'qu'dong'qi 驱动器
'qu'dui'qi'fang'shi 取对齐方式
'qu'dui'xiang 取对象
'qu'du'xie'wei'zhi 取读写位置
'que'bao 确保
'que'bao'cao'zuo 确保操作
'que'bao'deng'ji 确保等级
'que'ding'bian'qian 确定变迁
'que'ding'he'sui'ji'pei'te'li'wang 确定和随机佩特里网
'que'ding'xing'diao'du 确定性调度
'que'ding'xing'kong'zhi'xi'tong 确定性控制系统
'que'ding'xing'shang'xia'wen'you'guan'yu'yan 确定型上下文有关语言
'que'ding'xing'suan'fa 确定性算法
'que'ding'xing'tu'ling'ji 确定型图灵机
'que'ding'xing'xia'tui'zi'dong'ji 确定型下推自动机
'que'ding'xing'you'qiong'zi'dong'ji 确定型有穷自动机
'que'ding'zi'ju'yu'fa 确定子句语法
'que'jie 确界
'que'ren 确认
'que'sheng'gong'xiang 缺省共享
'que'sheng'lu'you 缺省路由
'que'sheng'wen'dang 缺省文档
'que'shi'lv 缺失率
'que'shi'sun'shi 缺失损失
'que'xian 缺陷
'que'xian'guan'li 缺陷管理
'que'xian'tiao'yue 缺陷跳越
'que'xin'du 确信度
'que'ye 缺页
'que'ye'pin'lv 缺页频率
'que'ye'zhong'duan 缺页中断
'que'zheng 确证
'qu'fen'xu'lie 区分序列
'qu'fen'zhong 取分钟
'qu'gao'du 取高度
'qu'guang'biao'hang'hao 取光标行号
'qu'guang'biao'lie'hao 取光标列号
'qu'hang'gao 取行高
'qu'han'qiang 去焊枪
'qu'hui'ke'hu 取回客户
'qu'hui'shu'ju 取回数据
'qu'hui'tu'pian 取回图片
'qu'hui'zi'ti 取回字体
'qu'jian 区间
'qu'jian'cha'xun 区间查询
'qu'jian'ji'ban'wen'ben 取剪辑板文本
'qu'jian'shi'tai'luo'ji 区间时态逻辑
'qu'jian'tie'ban'wei'tu 取剪贴板位图
'qu'jiao'dian'xiang'mu 取焦点项目
'qu'jie'kou 取接口
'qu'ji'lu'hao 取记录号
'qu'ji'lu'shu 取记录数
'qu'jin'cheng 取进程
'qu'jin'cheng'ju'bing 取进程句柄
'qu'jing'bian'huan 取景变换
'qu'jue'dui'zhi 取绝对值
'qu'kong'bai'wen'ben 取空白文本
'qu'kong'bai'zi'jie'ji 取空白字节集
'qu'kuan'du 取宽度
'qu'ku'wen'jian'ming 取库文件名
'qu'lei'xing 取类型
'qu'lie'kuan 取列宽
'qu'lie'shu 取列数
'qu'lin'shi'wen'jian'ming 取临时文件名
'qu'lun'kuo 取轮廓
'qu'luo'ji'zhi 取逻辑值
'qu'mian 曲面
'qu'mian'bi'jin 曲面逼近
'qu'mian'cha'zhi 曲面插值
'qu'mian'chong'gou 曲面重构
'qu'mian'fen'ge 曲面分割
'qu'mian'guang'shun 曲面光顺
'qu'mian'mo'xing 曲面模型
'qu'mian'ni'he 曲面拟合
'qu'mian'pin'jie 曲面拼接
'qu'mian'pi'pei 曲面匹配
'qu'mian'qiu'jiao 曲面求交
'qu'mian'zao'xing 曲面造型
'qu'miao 取秒
'qu'mi'ma'fang'shi 取密码方式
'qu'ming'ling'hang 取命令行
'qu'mo'hu 去模糊
'qu'mo'ren'di'se 取默认底色
'qu'mou'yue'tian'shu 取某月天数
'qun'duan'xin 群短信
'qun'fa'wen'jian 群发文件
'qun'hui'hua 群会话
'qu'nian'fen 取年份
'qun'ji 群集
'qun'ji'fen'xi 群集分析
'qun'nei'lun'tan 群内论坛
'qun'nei'ni'cheng 群内昵称
'qun'neng'li 群能力
'qun'ti'jue'ce'zhi'chi'xi'tong 群体决策支持系统
'qun'ti'zhi'neng 群体智能
'qun'xiang'ce 群相册
'qun'xiao'xi 群消息
'qun'you'xiu 群友秀
'qun'zhan'shi 群展示
'qun'zu'pin'dao 群组频道
'qu'pei'zhi'jie'ming 取配置节名
'qu'ping'mu'gao'du 取屏幕高度
'qu'ping'mu'kuan'du 取屏幕宽度
'qu'ri 取日
'qu'ri'qi 取日期
'qu'she'bei'ju'bing 取设备句柄
'qu'sheng'mu 取声母
'qu'shi'jian 取时间
'qu'shi'jian'bu'fen 取时间部分
'qu'shi'jian'jian'ge 取时间间隔
'qu'shi'jian'zu'jian 取事件组件
'qu'shi'ke'ji 趋势科技
'qu'shu'zhi 取数值
'qu'shu'zhi'zhu'ce'xiang 取数值注册项
'qu'shu'zu'xia'biao 取数组下标
'qu'sui'ji'shu 取随机数
'qu'suo'yin'ming 取索引名
'qu'suo'yin'shu 取索引数
'qu'suo'yin'zi'duan 取索引字段
'qu'suo'you'fa'yin 取所有发音
'qu'tu'pian 取图片
'qu'tu'pian'gao'du 取图片高度
'qu'tu'pian'kuan'du 取图片宽度
'qu'wei'ji'lu 区位记录
'qu'wei'ma 区位码
'qu'wen'ben 取文本
'qu'wen'ben'chang'du 取文本长度
'qu'wen'ben'se 取文本色
'qu'wen'ben'you'bian 取文本右边
'qu'wen'ben'zhong'jian 取文本中间
'qu'wen'ben'zhu'ce'xiang 取文本注册项
'qu'wen'ben'zuo'bian 取文本左边
'qu'wen'jian'chang'du 取文件长度
'qu'wen'jian'chi'cun 取文件尺寸
'qu'wen'jian'shi'jian 取文件时间
'qu'wen'jian'shu'xing 取文件属性
'qu'xian 曲线
'qu'xiang'mu'shu 取项目数
'qu'xiang'mu'shu'zhi 取项目数值
'qu'xiang'mu'wen'ben 取项目文本
'qu'xian'guang'shun 曲线光顺
'qu'xian'ni'he 曲线拟合
'qu'xiao 取消
'qu'xiao'bian'zu 取消编组
'qu'xiao'chong'hua 取消重画
'qu'xiao'da'yin 取消打印
'qu'xiao'deng'chu 取消登出
'qu'xiao'zhuang'xiang 取消装箱
'qu'xing'qi'ji 取星期几
'qu'xi'tong'yu'yan 取系统语言
'qu'xuan'ze'hang'shu 取选择行数
'qu'xuan'ze'lie'shu 取选择列数
'qu'yang'da'xiao 取样大小
'qu'yan'se'shu 取颜色数
'qu'yan'se'zhi 取颜色值
'qu'yi'deng'lu 取已登陆
'qu'yong 取用
'qu'yong'hu'qu'gao'du 取用户区高度
'qu'yu 区域
'qu'yu'bao'hu 区域保护
'qu'yu'bian'jie 区域边界
'qu'yu'bian'jie'lu'you'qi 区域边界路由器
'qu'yu'biao'ding 区域标定
'qu'yu'chuan'song 区域传送
'qu'yue'fen 取月份
'qu'yu'fen'ge 区域分割
'qu'yu'he'bing 区域合并
'qu'yu'ju'lei 区域聚类
'qu'yu'kong'zhi'ren'wu 区域控制任务
'qu'yu'miao'shu 区域描述
'qu'yun'mu 取韵母
'qu'yun'xing'mu'lu 取运行目录
'qu'yu'sheng'zhang 区域生长
'qu'yu'tian'chong 区域填充
'qu'zheng 取证
'qu'zhi 取指
'qu'zhi'ling 取指令
'qu'zhi'yun'suan'zi 取址运算子
'qu'zhu'ji'ming 取主机名
'qu'zi'duan'chi'cun 取字段尺寸
'qu'zi'duan'lei'xing 取字段类型
'qu'zi'duan'ming 取字段名
'qu'zi'duan'shu 取字段数
'qu'zi'jia'ming'cheng 取子夹名称
'qu'zi'jia'shu'mu 取子夹数目
'qu'zi'jie'ji 取字节集
'qu'zi'jie'ji'you'bian 取字节集右边
'qu'zi'jie'ji'zhong'jian 取字节集中间
'qu'zi'jie'ji'zuo'bian 取字节集左边
'qu'zi'ti'chi'cun 取字体尺寸
'qu'zi'ti'ming 取字体名
'qu'zi'ti'shu'xing 取字体属性
'ran'liao'sheng'hua'yin'shua'ji 染料升华印刷机
