'a'da'zhong'lang'xi'you'yu 阿大中郎喜有馀
'gui'dian'jiang'wu'dui 桂殿江乌对
'gui'dian'qin'cen'dui'yu'lou 桂殿嶔岑对玉楼
'gui'dian'qiu 桂殿秋
'gui'dian'ru'xi'qin 桂殿入西秦
'gui'dian'yu'shan'lian 桂殿与山连
'gui'die'ru'zuo'chi'yin'bi 龟跌入座螭隐壁
'gui'dui'qi'nu'zhen'meng'er 归对妻孥真梦耳
'gui'e'nai'shang'gong 鬼恶能伤公
'gui'fan'ling'bei'mang'mang'shui 归帆岭北茫茫水
'gui'fan'qu'zhao'xie'yang'li 归帆去棹斜阳里
'gui'fan'su'men'mei 规范肃门楣
'gui'fan'yao'mu'zu 贵藩尧母族
'gui'fan'zhi'nan'chui 归帆指南垂
'gui'fei'ben'geng'qing 归飞体更轻
'gui'fei'shang'dian'ba'ge'zhong 贵妃汤殿罢歌钟
'gui'fei'ya'ya'qi'shang'ti 归飞哑哑枝上啼
'gui'fei'zui'lian 贵妃醉脸
'gui'feng 桧风
'gui'feng'chun'huang'yan 归奉春皇燕
'gui'feng'jia'ou 归逢佳偶
'gui'feng'qiu'huang'zhen'jiu'bao 归凤求凰振九苞
'gui'feng'xian'gu'fang'wei'gu 龟逢衔骨方为鹘
'gui'feng'xin'shu'hu'zai'yao 跪奉新书笏在腰
'gui'fu'jian'lv'chi 龟浮见绿池
'gui'fu'qing'xi'li 桂馥青溪里
'gui'fu'wu'yun'dan'bi 归辅五云丹陛
'gui'fu'xian'yan'ming'li'liu'zhe 贵富显严名利六者
'gui'ge'bie'li'nan 闺阁别离难
'gui'geng'bu'yong'yi'qian'wu 归耕不用一钱物
'gui'geng'dang'ji'chen 归耕当及辰
'gui'geng'du'huan'pin 归耕独患贫
'gui'geng'he'shi'jue 归耕何时决
'gui'geng'you'wai'chen 归耕有外臣
'gui'gen'yue'jing 归根曰静
'gui'gong'chu'fu'mian 桂宫初服冕
'gui'gong'shang'wei'ke 鬼工尚未可
'gui'gong'shan'ming'pei 桂宫擅鸣珮
'gui'guai'yi'ni'min 诡怪以疑民
'gui'guan'fei'lou'ling'wu'qi 桂观飞楼凌雾起
'gui'guan'lv'qing'tou'zu 贵冠履轻头足
'gui'gu'hai'cheng'dao 鬼谷还成道
'gui'gui'he'wei'bian'he'ran 龟鬼何为便赫然
'gui'gui'liang'fu'duo 瑰诡良复多
'gui'gui'ran'zi'shi'ye 规规然自失也
'gui'gui'zun'xian 贵贵尊贤
'gui'gu'nai'zhen'jian 鬼谷乃真奸
'gui'guo'yao 归国谣
'gui'guo'yao 归国遥
'gui'guo'you'hun'che 归国有魂车
'gui'hai'hui'liu'chang 归海会流长
'gui'han'ge'da'feng 归酣歌大风
'gui'han'qiu'shu'wan 桂含秋树晚
'gui'han'shang'shu'dong'tian'zi 匦函上书动天子
'gui'han'shu'yun'tong 闺寒树陨桐
'gui'hao'shi'wei'xiong 归皓实为雄
'gui'he'chu 归何处
'gui'he'shi'duo'cui 归鹤时堕毳
'gui'he'wei'tu'lian 龟河未吐莲
'gui'hong'du'ying 归鸿度影
'gui'hong'fei 归鸿飞
'gui'hong'sheng'duan'can'yun'bi 归鸿声断残云碧
'gui'hong'wang'yan'jing'shi'jie 归鸿往燕竞时节
'gui'hong'wu'xin 归鸿无信
'gui'hou'que'xun'yi 归后却寻伊
'gui'hua 归化
'gui'hua'bu'xu'she 桂花不须折
'gui'hua'di'bi'yu'zan'han 桂花低拂玉簪寒
'gui'huai'sheng'bu'an 归怀剩不安
'gui'hua'liu'wa 桂华流瓦
'gui'hua'ming 桂华明
'gui'huan'guai'zhi'ming'wen 诡幻怪之名闻
'gui'hua'qiu'jiao'jie 桂华秋皎洁
'gui'hua'ru'shuang'luan'hou'qian 桂花如霜乱後前
'gui'hua'yao'jiu'fan 桂华尧酒泛
'gui'hua'zhong 桂华中
'gui'hu'diao'liang'lian'qi'yi 桂户雕梁连绮翼
'gui'hu'gui'hu 归乎归乎
'gui'hun'ying'pei'zi'yang'gong 归魂应佩紫阳宫
'gui'huo'hu'ming'chun'zhu'cong 鬼火狐鸣春竹丛
'gui'jia'bu'mian'cu 归驾不免促
'gui'jia'cen'ci'bai'hong'se 龟甲参差白虹色
'gui'jia'dan'cao'ling'xue'fu 归家但草凌雪赋
'gui'ji'ai'chi'he 归楫碍池荷
'gui'jia'ju'liu'lian 归驾且留连
'gui'jia'ju'mi'qian'hu'shui 归家且觅千斛水
'gui'jia'liao'fu'chi 归驾聊复柅
'gui'jian'an'chi'zhan'fu'zao 归见广墀瞻斧藻
'gui'jian'bu'gan'zheng 贵贱不敢争
'gui'jian'bu'xiang'yu 贵贱不相逾
'gui'jian'bu'zai'ji 贵贱不在己
'gui'jian'jiang'dong'zhu'fu'lao 归见江东诸父老
'gui'jian'jie'jiao'xin'bu'yi 贵贱结交心不移
'gui'jian'lei'lei'zang 归见累累葬
'gui'jian'liang'cao'mu 贵贱两草木
'gui'jian'lv'wei 贵贱履位
'gui'jian'qing'he'bao 贵贱情何薄
'gui'jian'sui'shu'deng 贵贱虽殊等
'gui'jian'tong'yi'chen 贵贱同一尘
'gui'jian'xian'yu'tong'jin'er 贵贱贤愚同尽耳
'gui'jian'you'shi 贵贱有时
'gui'jia'shui'xin'ru 归家谁信汝
'gui'jia'shuo'yu'cai'sang'gu 归家说与采桑姑
'gui'jia'xi'ji'chen 归家喜及辰
'gui'ji'chun'feng'zhan'diao'gan 归及春风斩钓竿
'gui'ji'lan'zhou 桂楫兰舟
'gui'ji'man'zhong'chuan 桂楫满中川
'gui'jin'feng'chen 归觐枫宸
'gui'jin'yu'lu'yan 归近御炉烟
'gui'ji'san'nian'xin 归及三年新
'gui'ji'san'yue'liang 归计三月粮
'gui'ji'shen'wei'mei 瑰奇信为美
'gui'ji'shi'bu'zao 归计失不早
'gui'jiu'yi'hu'kai 桂酒溢壶开
'gui'ji'yi'you'zai 归计亦悠哉
'gui'ji'you'zhi'zhu 归迹犹踯躅
'gui'ju'jing'yu'jiang'shang'zhai 归且经予江上宅
'gui'kan'gong'ming'chong'tai'shan 归看功名重太山
'gui'ke'qian'li'zhi 归客千里至
'gui'ke'zeng'sheng'ping 归客赠生平
'gui'kong'sheng'an'po 规空升暗魄
'gui'kong'zi'tun 归孔子豚
'gui'ku'li'ren'e 鬼窟里忍饿
'gui'lai'an'xie 归来暗写
'gui'lai'ba'ling'xia 归来霸陵下
'gui'lai'bao'fan'huang'hun'hou 归来饱饭黄昏后
'gui'lai'bao'tian'zi 归来报天子
'gui'lai'bei'shang'xia 归来被上下
'gui'lai'bei'tang'an 归来北堂暗
'gui'lai'bei'tang'shang 归来北堂上
'gui'lai'bei'tang'xia 归来北堂下
'gui'lai'bi'ge'xian'zhong'ri 归来闭阁闲终日
'gui'lai'bi'hu'zuo 归来闭户坐
'gui'lai'bi'kou'bu'lun'gong 归来闭口不论功
'gui'lai'bing'he'ji'cheng'yin 归来病鹤记城闉
'gui'lai'bu'fei'mai'shan'zi 归来不费买山赀
'gui'lai'bu'ru'fu 归来不入府
'gui'lai'bu'xiang'jian 归来不相见
'gui'lai'ceng'jian'kai'shi 归来曾见开时
'gui'lai'chang'an'wang'shan'shang 归来长安望山上
'gui'lai'che'ma'yi'xuan'tian 归来车马已喧阗
'gui'lai'chen'bie'tao'hong'jing 归来趁别陶弘景
'gui'lai'cheng'er'lao 归来成二老
'gui'lai'cheng'guo'shi 归来城郭是
'gui'lai'chi'yuan'jie'yi'jiu 归来池苑皆依旧
'gui'lai'chun'jiu'shou 归来春酒熟
'gui'lai'cun'zhong'mai 归来村中卖
'gui'lai'di'sheng'man'shan'gu 归来笛声满山谷
'gui'lai'dong'fu 归来洞府
'gui'lai'dou'jun'shi 归来读君诗
'gui'lai'du'sao'kong'zhai'wo 归来独扫空斋卧
'gui'lai'du'wo'xiao'yao'ye 归来独卧逍遥夜
'gui'lai'fang'fu'san'geng 归来仿佛三更
'gui'lai'fang'shi'sui'han'ren 归来方识岁寒人
'gui'lai'fang'wu'xi 贵来方悟稀
'gui'lai'fu'guo'zhen 归来复国桢
'gui'lai'fu'lao'cang 归来父老藏
'gui'lai'gao'tang'ye 归来高唐夜
'gui'lai'gao'zhen'meng'he'huang 归来高枕梦河隍
'gui'lai'gong'dao'shi'qiao'bu 归来共到市桥步
'gui'lai'gua'bi'cong'gao'qi 归来挂壁従高栖
'gui'lai'gui'qu'lai 归来归去来
'gui'lai'gu'li 归来故里
'gui'lai'gu'xiang'jian'qin'zu 归来故乡见亲族
'gui'lai'han'dan'shi 归来邯郸市
'gui'lai'hao'jian'ju'hu'chuang 归来豪健踞胡床
'gui'lai'he'yi'dei'qing'qing 归来何以得卿卿
'gui'lai'hong'ye'man'zheng'yi 归来红叶满征衣
'gui'lai'hua'fa'cang'yan 归来华发苍颜
'gui'lai'huai'bao'kong 归来怀抱空
'gui'lai'hu'jiu'geng'zhong'kan 归来呼酒更重看
'gui'lai'jia'di'gong'huang'ju 归来甲第拱皇居
'gui'lai'jian'gong'wei'hua'fa 归来见公未华发
'gui'lai'jiao'xiang'li 归来教乡里
'gui'lai'jie'gu'da'liang'zhou 归来羯鼓打凉州
'gui'lai'jie'jian'ting'qian'lu 归来解剑亭前路
'gui'lai'ji'suo'li 归来记所历
'gui'lai'ju'bi'guan 归来且闭关
'gui'lai'jun'ma'huan'qing'cheng 归来骏马换倾城
'gui'lai'ju'xi'shi'chen'ren 归来且喜是陈人
'gui'lai'kan'qu'ming'jing'qian 归来看取明镜前
'gui'lai'ke'tui'geng 归来可退耕
'gui'lai'kou'ji'mo 归来扣寂寞
'gui'lai'lan'bang'zhuang'tai 归来懒傍妆台
'gui'lai'le'wei'qiong 归来乐未穷
'gui'lai'liang'xi'jian 归来两溪间
'gui'lai'lin'ge'shang 归来麟阁上
'gui'lai'lin'li'ying'ying'xiao 归来邻里应迎笑
'gui'lai'lv'peng'hao 归来侣蓬蒿
'gui'lai'mao'ru'gu 归来貌如故
'gui'lai'mei'ri'xie 归来每日斜
'gui'lai'meng'zi'jing 归来梦自惊
'gui'lai'miao'yi'du'zhui'qiu 归来妙意独追求
'gui'lai'na'mu'shang 归来南亩上
'gui'lai'nan'shan'xia 归来南山下
'gui'lai'ping'di'kan'tao'wan 归来平地看跳丸
'gui'lai'qian'shou'shi 归来千首诗
'gui'lai'qia'si'liao'dong'he 归来恰似辽东鹤
'gui'lai'qie'kan'yi'xiu'jiao 归来且看一宿觉
'gui'lai'qi'guo'tong'tian'cui 归来杞国痛天摧
'gui'lai'qi'jiu'jin 归来耆旧尽
'gui'lai'qing'han'lin'lin 归来轻寒凛凛
'gui'lai'que'guai'dan'qing'shou 归来却怪丹青手
'gui'lai'que'meng'xun'hua'qu 归来却梦寻花去
'gui'lai'ren'bu'shi 归来人不识
'gui'lai'reng'tuo'su 归来仍脱粟
'gui'lai'ru'xian'yang 归来入咸阳
'gui'lai'ru'yi'meng 归来如一梦
'gui'lai'san'fa'po'suo 归来散发婆娑
'gui'lai'san'jing'chong'sao 归来三径重扫
'gui'lai'sao'yi'shi 归来扫一室
'gui'lai'se'suo'yu'bu'an 归来瑟缩愈不安
'gui'lai'shang'xi'geng'gu'yong 归来尚喜更鼓永
'gui'lai'shei'wei'fu 归来谁为夫
'gui'lai'shei'zhu'fu'shei'bin 归来谁主复谁宾
'gui'lai'shi'an'zuo 归来始安坐
'gui'lai'shi'jiu'qi 归来使酒气
'gui'lai'shi'jue'yuan 归来始觉远
'gui'lai'shi'lu'chou 归来事绿畴
'gui'lai'shi'sai'zhuai'qing'ji 归来诗思转清激
'gui'lai'shi'you'nv 归来视幼女
'gui'lai'shuang'xiu'jiu'cheng'hen 归来双袖酒成痕
'gui'lai'shui'wang'shi 归来说往事
'gui'lai'si'bi'cao'chong'ming 归来四壁草虫鸣
'gui'lai'suo'chen'xia 归来锁尘匣
'gui'lai'ta'ren'ying 归来踏人影
'gui'lai'tou'bai'hai'shu'bian 归来头白还戍边
'gui'lai'wan 归来晚
'gui'lai'wan'shi'fei 归来万事非
'gui'lai'wei'jie'yu 归来为婕妤
'gui'lai'wen'yan'wu'he'gan 归来问雁吾何敢
'gui'lai'wen'zi'dai'fang'xian 归来文字带芳鲜
'gui'lai'wo'yi'jing 归来我益敬
'gui'lai'wu'lei'ke'zhan'jin 归来无泪可沾巾
'gui'lai'wu'ren'shi 归来无人识
'gui'lai'wu'suo'li 归来无所利
'gui'lai'wu'wai'qing 归来物外情
'gui'lai'wu'xiang'wo'li 归来吾乡我里
'gui'lai'xia'lian'wo'shu'kong 归来下帘卧书空
'gui'lai'xian'ming'zhu 归来献明主
'gui'lai'xiao'sha'jiu'shi'weng 归来笑杀旧时翁
'gui'lai'xie'tian'zi 归来谢天子
'gui'lai'xie'yi'sheng 归来写遗声
'gui'lai'xing'zi'yi'sheng'ren 归来杏子已生仁
'gui'lai'xi'qi'qing'xin'gou 归来喜气倾新句
'gui'lai'xiu'se'dui'qi'zi 归来羞涩对妻子
'gui'lai'yan'guan'wo 归来掩关卧
'gui'lai'ye 归来也
'gui'lai'ye'wei'yang 归来夜未央
'gui'lai'yi'bu'jian 归来已不见
'gui'lai'yi'dian'can'deng'zai 归来一点残灯在
'gui'lai'yin'jun'jia 归来饮君家
'gui'lai'yi'tiao'xiao 归来一调笑
'gui'lai'yi'xiao'can 归来一笑粲
'gui'lai'yi'zhang'zi'tan'xi 归来倚仗自叹息
'gui'lai'yi'zhang'zi'tan'xi 归来倚杖自叹息
'gui'lai'you'jian'dian'cha'liu 归来又见颠茶陆
'gui'lai'zhan'zhuan'dao'wu'geng 归来展转到五更
'gui'lai'zhi'zuo'shui'heng'qing 归来只作水衡卿
'gui'lai'zhong'ye'jiu'xun'xun 归来中夜酒醺醺
'gui'lai'zhu'bai'shi 归来煮白石
'gui'lai'zhu'ci'yu 归来筑祠宇
'gui'lai'zhuo'zi'ru'hong'dou 归来著子如红豆
'gui'lai'zi'hui'ze 归来自悔责
'gui'lai'zi'mo'dong'tou 归来紫陌东头
'gui'lai'zuo'shi'xie'tong'lie 归来作诗谢同列
'gui'lao'hu'shan'qu 归老湖山曲
'gui'lao'jiang'hu'bian 归老江湖边
'gui'lao'jiang'hu'wu'sui'yue 归老江湖无岁月
'gui'lao'yi'qiu'zhong 归老一丘中
'gui'li'hao'jia'bai'ma'jiao 贵里豪家白马骄
'gui'lin'feng'jing'yi 桂林风景异
'gui'ling'huan'cheng'ru'yan'dang 桂岭环城如雁荡
'gui'liu'dong'bei'wu 归流东北骛
'gui'long'bai'yun'xun 归弄白云浔
'gui'long'bo'luo'sheng'mei'tai 龟龙剥落生莓苔
'gui'long'ga'cai'zhu 龟龙夹采珠
'gui'long'kai'bao'ming 龟龙开宝命
'gui'lou'han'qing'guang 桂露含晴光
'gui'lou'jiao'ge'mu'lan'tang 桂楼椒阁木兰堂
'gui'lu'bi'tiao'tiao 归路碧迢迢
'gui'lu'bu'zhi'jin 归路不知津
'gui'lu'cheng'ming'yue 归路乘明月
'gui'lu'chun'feng'sa'mian'liang 归路春风洒面凉
'gui'lu'fei'fei'tang'gu'an 归路霏霏汤谷暗
'gui'lu'jie'hong'zhu 归路借红烛
'gui'lu'lao'geng'mi 归路老更迷
'gui'lu'man'chen'ai 归路满尘埃
'gui'lu'man'sheng'ge 归路满笙歌
'gui'lu'man'yan'xia 归路满烟霞
'gui'lu'mi'qian'zhang 归路迷千嶂
'gui'lun'zhu'ri'shu 归轮伫日输
'gui'lu'qi'bu'huai 归路岂不怀
'gui'lu'qi'fu'ai 归路起浮埃
'gui'lu'tiao'tiao 归路迢迢
'gui'lu'tong'shou'qiu 归路同首丘
'gui'lu'wan'feng'qing 归路晚风清
'gui'lu'wan'qing'qing'bo'li 归路万顷青玻璃
'gui'lu'wei'yue'ying 归路微月映
'gui'lu'xiang'jiang'dei'zan'lin 归路相将得暂临
'gui'lu'xiang'jiang'ta'gui'hua 归路相将踏桂华
'gui'lu'xiang'san'xian 龟箓向三仙
'gui'lu'yi'jiang'xi 归路已将夕
'gui'lu'you'xin'guo'gui'men 归路犹欣过鬼门
'gui'lu'yue'xiang'sui 归路月相随
'gui'lu'zhi'heng'zhang 归路指衡漳
'gui'lu'zi'cheng'you 归路子城幽
'gui'lu'zou'wu'zhou 归路走吾州
'gui'lu'zui'mian'zhong 归路醉眠中
'gui'lv're'ke'jiao 跪履若可教
'gui'lv'shu'cong'yi'xia'lao 跪履数従圯下老
'gui'man'san'wu'xi 桂满三五夕
'gui'man'xi'lun'xu 桂满夕轮虚
'gui'mao'sui 癸卯岁
'gui'ma'ri'xie'shi 归马日斜时
'gui'ma'shi'can'qi 归马识残旗
'gui'men'chuan'wan'shi 贵门传万石
'gui'men'duo'xia 闺门多暇
'gui'meng'bi'sha'chuang 归梦碧纱窗
'gui'meng'bu'cheng'dong'ye'yong 归梦不成冬夜永
'gui'meng'bu'dao'ge'huan'chuang 归梦不到合懽床
'gui'meng'bu'yi'qiu 归梦不宜秋
'gui'meng'bu'zhi'shan'shui'chang 归梦不知山水长
'gui'meng'chen'feng'xu 归梦趁风絮
'gui'meng'ge'lang'he 归梦隔狼河
'gui'meng'hu'bian 归梦湖边
'gui'meng'jun'jia'qian 归梦君家倩
'gui'meng'lu'suo'yan 龟蒙鲁所檐
'gui'meng'qi'song'mang 归梦泣嵩邙
'gui'meng'shan'qian'chong 归梦山千重
'gui'men'guan'wai'mo'yan'yuan 鬼门关外莫言远
'gui'men'guan'wai'shu'jiang'qian 鬼门关外蜀江前
'gui'meng'xian'han'shi 归梦先寒食
'gui'men'xiao'you'min'suo'mu 闺门孝友民所慕
'gui'ming'lu 归冥路
'gui'mi'yan'hua'bai 桂密岩花白
'gui'mo'ding'zhou'ci 规摹定州瓷
'gui'mo'jian'gu'ren'zheng'kan 规摹简古人争看
'gui'mo'qiong'da'zhuang 规模穷大壮
'gui'mo'qiong'dong'yu 规模穷栋宇
'gui'mo'sui'xiao'yi'gao'shen 规模虽小意高深
'gui'mo'wei'sheng'zuo 规模惟圣作
'gui'nao'su'yi'guan 归桡速已惯
'gui'nian'bu'ju'lao 贵年不惧老
'gui'nian'duan'zheng'peng 归念断征篷
'gui'niao'xi'ren'qian 归鸟息人前
'gui'ning'ci'yue'ku 桂宁辞月窟
'gui'ning'fu'mu 归宁父母
'gui'ning'qi'wo'zai 龟宁欺我哉
'gui'pei'yong'tong'zhuang 归旆拥通庄
'gui'peng'qiong'pan'xian'tian'di 跪捧琼盘献天帝
'gui'peng'ran'ran'wen'tian'xiang 跪捧冉冉闻天香
'gui'ping'de'bing'xue 归瓶得冰雪
'gui'po'chu'sheng'qiu'lu'wei 桂魄初生秋露微
'gui'po'jian'kui'chou'xiao'yue 桂魄渐亏愁晓月
'gui'po'lang'yuan'hui 桂魄朗圆辉
'gui'qi'an'de'shen'ru'chao 归期安得信如潮
'gui'qi'bie'gao'biao 归骑别高标
'gui'qi'bu'ke'huan 归期不可缓
'gui'qi'chang'ke'cu 归期倘可促
'gui'qi'de'dui'nie 归骑得追蹑
'gui'qi'duo'nian'sui 归期多年岁
'gui'qie'zhi'cheng'shi 归妾织成诗
'gui'qi'fei'shi'mian 跪起废食眠
'gui'qi'hai'xun'da'liang'mo 归骑还寻大梁陌
'gui'qi'jiao'shen'bian 归期觉神变
'gui'qi'ji'nan'pan 贵气即难攀
'gui'qi'na'gan'shuo 归期那敢说
'gui'qin'hu'cheng'meng 归寝忽成梦
'gui'qin'shi'du 归禽时度
'gui'qi'qian'zai'he 归期千载鹤
'gui'qi'quan'men'de'bi'ji 贵戚权门得笔迹
'gui'qi'tang'ke'cu 归期傥可促
'gui'qi'wei'ji'gua 归期未及瓜
'gui'qi'yi'fu'mei'hua'yue 归期已负梅花约
'gui'qi'yi'ren'cu 归齐逸人趣
'gui'qi'yi'xi'chi 归骑亦西驰
'gui'qi'zhi'qing 贵戚之卿
'gui'qu 归去
'gui'qu'bei'ren'duo'yi'ci 归去北人多忆此
'gui'qu'bian'qiao'san'gu'yue 归去汴桥三鼓月
'gui'qu'bu'xu'hong'zhu'ying 归去不须红烛影
'gui'qu'cao'feng'shan 归去草封禅
'gui'qu'duo'qing'yu 归去多情雨
'gui'qu'fang'zhi'ji'bei'kong 归去方知冀北空
'gui'qu'feng'chi'kua 归去凤池夸
'gui'qu'hao 归去好
'gui'qu'lai 归去来
'gui'qu'lu'he'chang 归去路何长
'gui'qu'meng'qing'lou 归去梦青楼
'gui'qu'nan 归去难
'gui'qu'nan'jiang'shui 归去南江水
'gui'qu'pian'zhou'wu'hu 归去扁舟五湖
'gui'qu'qing'yun'hai'ji'fou 归去青云还记否
'gui'qu'qiu'tian'wen'si'lin 归去求田问四邻
'gui'qu'song'shan'dao 归去嵩山道
'gui'qu'tian'xin'cheng'yu'lu 归去天心承雨露
'gui'qu'tian'yuan'lao 归去田园老
'gui'qu'wan 归去晚
'gui'qu'xian'chuan'le'zhi'shi 归去先传乐职诗
'gui'qu'xiang'zhao'you'ci'shen 归去相招有此身
'gui'qu'xiong'kua'xiang'er'zhi 归去雄夸向儿侄
'gui'qu'xu'chen'zui 归去须沉醉
'gui'qu'yao'tai'lu 归去瑶台路
'gui'qu'yi'he'xu 归去亦何须
'gui'qu'yue'wang'jia 归去越王家
'gui'qu'zhong'yuan'cha'yi'gan 归去中原茶亦甘
'gui'ren'bu'yu'yu'su'jun 贵人不与与苏君
'gui'ren'fu'shang'zhi'jia'qiu'chan'bang'zhe'zhan'zhi 贵人富商之家求禅傍者斩之
'gui'ren'gao'yan'ba 贵人高宴罢
'gui'reng'ban'ri'zai'yan'luo 归仍半日在烟萝
'gui'ren'jin'duo'shen'fu'xian 贵人金多身复闲
'gui'ren'kong'fu'chou 归人空复愁
'gui'ren'lian'gong'qing'liang'mou 贵人怜公青两眸
'gui'ren'nan'de'yi 贵人难得意
'gui'ren'qi'ci'jian 贵人弃疵贱
'gui'ren'qu'qu'qi'qiang'jiao 贵人取去弃墙角
'gui'ren'san'ge'shang 贵人三阁上
'gui'ren'tou'shang'bu'ceng'rao 贵人头上不曾饶
'gui'ren'yi'jian'ding'xiu'zha 贵人一见定羞怍
'gui'ren'ying'fu'shou'fei'peng 闺人应赋首飞蓬
'gui'ren'you'zi'nian'ting'wei 归人犹自念庭闱
'gui'ren'zi'guan'xi 贵人自矜惜
'gui'ren'zi'gui'pin'zi'pin 贵人自贵贫自贫
'gui'ri'shi'zhi'hu'de'chang 归日始知胡地长
'gui'ri'wei'sheng'chen 归日未生尘
'gui'rong'fen'ru'wang 诡容纷入望
'gui'rong'jin'zuo'de'hang'xian 归荣今作地行仙
'gui'sai'bei 归塞北
'gui'san'tai 鬼三台
'gui'sao'cang'shu'dong 归扫藏书洞
'gui'sao'min'e'yi'mu'gong 归扫岷峨一亩宫
'gui'sao'nan'xuan'lu 归扫南轩绿
'gui'sha'dian'ling'yi 圭翣奠灵衣
'gui'shan'di'shi'ying 龟山帝始营
'gui'shan'jin'ri'wo'fei'jun 归山今日我非君
'gui'shan'shen'qian'qu 归山深浅去
'gui'shan'sui'yue'ku'wu'duo 归山岁月苦无多
'gui'shan'you'zong'cui 桂山犹总翠
'gui'she'cai'er'ling 龟蛇采二苓
'gui'she'jing 龟蛇静
'gui'she'liao'xu'yu'fu'mou 归舍聊须与妇谋
'gui'shen'bu'rao 鬼神不扰
'gui'shen'jiang'lai'she 鬼神将来舍
'gui'shen'jian'wai'wu 贵身贱外物
'gui'shen'qing'han'miao 鬼神清汉庙
'gui'shen'qi'wu'qiong 鬼神欺吾穷
'gui'shen'tian'qiao'bu'rong'shi 鬼神天巧不容诗
'gui'shen'wei'jue'zou'he'zhou 鬼神未觉走何州
'gui'shen'xian'shi'jiao'tian'di 鬼神现世觉天低
'gui'shen'yi'zhi'wo 鬼神亦知我
'gui'she'suo'da'jiang 龟蛇锁大江
'gui'shi'bu'jiao'ye 归时不觉夜
'gui'shi'can'ye'ban 归时参夜半
'gui'shi'ding'dao'ying'men'xi 归时定倒迎门屣
'gui'shi'ding'zi'neng'wen'zhang 归时定自能文章
'gui'shi'gong'dai'mu'chao'shang 归时共待暮潮上
'gui'shi'gong'xu'luo'ri'jin 归时共须落日尽
'gui'shi'hai'you'dun'xian'si 归时还有顿衔嘶
'gui'shi'kuai'ma'yi'xu'bian 归时快马亦须鞭
'gui'shi'lai'zhui 鬼使来追
'gui'shi'ming'yue'zhang'zai'de 归时明月长在地
'gui'shi'qiu'zhong'qin 归事丘中琴
'gui'shi'qi'ya'zheng'bi'bu 归时栖鸦正毕逋
'gui'shi'sui'nuan're 归时虽暖热
'gui'shi'xiu'fang'zhu'hua'gong 归时休放烛花红
'gui'shi'ying'jian'bin'bian'qing 归时应减鬓边青
'gui'shi'ying'yu'qu'shi'tong 归时应与去时同
'gui'shi'yue'man'zhou 归时月满舟
'gui'shi'yu'huang'fan'an 归侍玉皇番案
'gui'shi'zhe'bu'zhi 归市者不止
'gui'shi'zhe'fu'zhi 归市者弗止
'gui'shi'zheng'fu'you'he'hua 归时正复有荷花
'gui'shou'dong'bei'tian 归守东陂田
'gui'shou'ping'sheng'er'qing'tian 归守平生二顷田
'gui'shou'wu'qin'dei'jie'yan 归寿吾亲得解颜
'gui'shuang'xi 跪双膝
'gui'shu'chun'hui'man 桂树春晖满
'gui'shu'he'cang'cang 桂树何苍苍
'gui'shu'he'tuan'tuan 桂树何团团
'gui'shui'zhou'lu'hui 桂水舳舻回
'gui'shu'jiao'xi'rong 桂树交西荣
'gui'shu'ke'yan'liu 桂树可淹留
'gui'shu'ling'yun'zhuo'jiu'bei 桂树凌云浊酒杯
'gui'shu'liu'ren'wu'kai'gui 桂树留人吾岂归
'gui'shu'zuo'tuan'tuan 桂树作团团
'gui'si'fang'you'zai 归思方悠哉
'gui'si'ma'yi'jiao 归嘶马亦骄
'gui'si'nan'shou 归思难收
'gui'si'yu'zhan'jin 归思欲沾巾
'gui'song'shan'zuo 归嵩山作
'gui'sou'fu'gui'tian 归薮复归田
'gui'sui'shou 龟虽寿
'gui'sui'xian'ruo'cao 诡随嫌弱操
'gui'su'min'shan'dou 归溯岷山渎
'gui'su'zhong'an'zai 归宿终安在
'gui'tang'fa'ce'shou'ke'xuan 桂堂发策收科选
'gui'tang'heng'bi'hai 归塘横笔海
'gui'tian'bu'dai'lao 归田不待老
'gui'tian'fu'dai'zi'yu'qi 归田负戴子与妻
'gui'tian'hang'ke'qing 归田行可请
'gui'tian'ji'jue 归田计决
'gui'tian'ji'yi'jue 归田计已决
'gui'tian'song'lao'yi'xiang'qiu 归田送老一羊裘
'gui'tian'sui'jian'ru 归田虽贱辱
'gui'tian'sui'wei'guo 归田虽未果
'gui'tian'wu'shi'mu 圭田五十亩
'gui'ting'lan'yu'zhao'xiang'lu 闺庭兰玉照乡闾
'gui'tu'ban'lun'ying'ci'ye 桂吐半轮迎此夜
'gui'tu'feng'yu'zuo 归途风雨作
'gui'tu'geng'xiao'se 归途更萧瑟
'gui'tu'jia'chui'fan 归途笳吹繁
'gui'tu'ming'zhu'en 归途明主恩
'gui'tu'qian'li'wai 归途千里外
'gui'tu'shi'li'jin'feng'he 归途十里尽风荷
'gui'tu'shu'qi'xin 归途淑气新
'gui'tu'xian'ni'nao 归途陷泥淖
'gui'tu'ying'shi'yu 归途应食粥
'gui'wan'bu'tong'pan 桂晚不同攀
'gui'wang'duan'he'xi 归望断河西
'gui'wang'qie'qi'qiu 归望切祈求
'gui'wang'zhu'chun'lai 归望逐春来
'gui'wei'tian'zi 贵为天子
'gui'wei'you'mao'wu 归未有茆屋
'gui'wo'deng'can'zhang 归卧灯残帐
'gui'wo'gan'po'wu 归卧甘破屋
'gui'wo'lu'xia'xi 归卧庐下夕
